Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,WHH,WHD,WHA,B365H,B365D,B365A,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,Season,Year,Month,DayOfWeek,TotalGoals,GoalsOver2_5,BTTS,Home_2plus,Away_2plus,HomeTeam_mean_FTHG,AwayTeam_mean_FTAG,HomeTeam,AwayTeam,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Bournemouth,HomeTeam_Brentford,HomeTeam_Brighton,HomeTeam_Chelsea,HomeTeam_Crystal Palace,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Ipswich,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Newcastle,HomeTeam_Nott'm Forest,HomeTeam_Southampton,HomeTeam_Tottenham,HomeTeam_West Ham,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Bournemouth,AwayTeam_Brentford,AwayTeam_Brighton,AwayTeam_Chelsea,AwayTeam_Crystal Palace,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Ipswich,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Newcastle,AwayTeam_Nott'm Forest,AwayTeam_Southampton,AwayTeam_Tottenham,AwayTeam_West Ham,AwayTeam_Wolves,HomeRecentGF,HomeRecentGA,HomeRecentPts,AwayRecentGF,AwayRecentGA,AwayRecentPts,h2h_home_wins_last5,home_league_position,away_league_position,position_diff,HomePts,AwayPts,HomeGoalDiff,AwayGoalDiff,HomeRecentGoalDiff,AwayRecentGoalDiff,RecentGoalDiff,HomeRecentShotsOnTarget,AwayRecentShotsOnTarget,RecentShotsOnTargetDiff,PosDiff,B365>2.5_missing,B365<2.5_missing,B365>2.5_implied_prob,B365<2.5_implied_prob,OddsMargin,OU_OddsMargin,OverUnderRatio,Weekend,EarlySeason,RefereeAggression
2024-09-21,3,1,H,2,0,H,P Bankes,22,15,11,4,6,0,16,8,6,0,0,0,2.88,3.4,2.5,3.0,3.4,2.4,2.86,3.51,2.45,3.0,3.61,2.52,1.67,2.2,1.71,2.22,1.72,2.29,1.68,2.22,2024-25,2024,9,5,4,1,1,1,0,1.5,1.5,Fulham,Newcastle,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,3.0,0,14,5,9,3,0,2,-2,0.0,1.0,-1.0,5.0,6.0,-1.0,9,0,0,0.5988023952095809,0.45454545454545453,1.25,0.759090909090909,0.759090909090909,1,0,0.0
2024-09-21,0,3,A,0,2,A,S Barrott,15,12,7,5,6,5,17,9,5,2,0,0,3.4,3.75,2.05,3.6,3.9,1.95,3.49,3.89,2.01,3.71,4.0,2.05,1.5,2.63,1.53,2.6,1.55,2.66,1.52,2.54,2024-25,2024,9,5,3,1,0,0,1,1.0,3.5,West Ham,Chelsea,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3333333333333333,1.6666666666666667,0.0,2.3333333333333335,1.6666666666666667,3.0,0,18,7,11,0,3,-3,3,-2.0,1.0,-3.0,2.0,3.0,-1.0,11,0,0,0.6666666666666666,0.3802281368821293,1.8461538461538463,0.5703422053231939,0.5703422053231939,1,0,3.5
2024-09-21,3,1,H,0,1,A,T Robinson,9,10,4,4,6,5,11,16,3,6,0,0,1.6,4.2,5.5,1.57,4.2,5.25,1.59,4.39,5.35,1.62,4.6,5.6,1.57,2.38,1.58,2.47,1.63,2.47,1.58,2.41,2024-25,2024,9,5,4,1,1,1,0,1.5,0.5,Aston Villa,Wolves,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.3333333333333333,1.3333333333333333,3.0,1.0,3.0,1.0,0,3,17,-14,3,0,2,-2,1.0,0.0,1.0,8.0,3.0,5.0,-14,0,0,0.6369426751592356,0.42016806722689076,0.29904761904761906,0.6596638655462186,0.6596638655462186,1,0,2.5
2024-09-21,1,1,D,1,0,H,S Allison,11,13,3,6,2,10,16,16,4,4,0,0,2.2,3.6,3.2,2.25,3.5,3.2,2.25,3.52,3.17,2.3,3.7,3.27,1.8,2.0,1.8,2.09,1.82,2.13,1.77,2.06,2024-25,2024,9,5,2,0,1,0,0,0.0,0.5,Southampton,Ipswich,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,2.3333333333333335,1.0,0,20,15,5,1,1,0,0,-3.0,0.0,-3.0,4.0,1.0,3.0,5,0,0,0.5555555555555556,0.5,0.703125,0.9,0.9,1,0,0.0
2024-09-21,3,1,H,2,1,H,J Brooks,23,6,10,6,9,4,11,9,3,1,0,0,1.57,4.5,5.5,1.55,4.5,5.5,1.55,4.72,5.41,1.58,5.0,5.6,1.44,2.75,1.44,2.89,1.45,2.93,1.42,2.81,2024-25,2024,9,5,4,1,1,1,0,2.0,0.5,Tottenham,Brentford,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,1.0,0.0,1.6666666666666667,1.3333333333333333,0.0,0,19,9,10,3,0,2,-2,-1.0,-1.0,0.0,5.0,5.0,0.0,10,0,0,0.6944444444444444,0.36363636363636365,0.2818181818181818,0.5236363636363636,0.5236363636363636,1,0,0.0
2024-09-21,1,1,D,0,1,A,D England,12,16,2,5,6,1,11,12,1,2,0,0,2.5,3.5,2.75,2.45,3.4,2.88,2.52,3.44,2.82,2.58,3.6,2.92,1.87,2.03,1.9,1.99,1.9,2.05,1.86,1.98,2024-25,2024,9,5,2,0,1,0,0,1.0,1.0,Leicester,Everton,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.6666666666666667,0.0,0.6666666666666666,3.3333333333333335,0.0,0,15,18,-3,1,1,0,0,-1.0,-1.0,0.0,3.0,2.0,1.0,-3,0,0,0.53475935828877,0.4926108374384237,0.8506944444444445,0.9211822660098523,0.9211822660098523,1,0,0.0
2024-09-21,3,0,H,3,0,H,T Harrington,19,19,13,6,3,9,10,12,1,4,0,0,1.3,6.5,8.5,1.3,6.25,9.0,1.29,6.31,9.35,1.31,6.7,10.0,1.36,3.2,1.36,3.2,1.39,3.27,1.36,3.12,2024-25,2024,9,5,3,1,0,1,0,1.0,2.0,Liverpool,Bournemouth,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.3333333333333335,0.0,0.0,1.6666666666666667,1.3333333333333333,3.0,0,7,9,-2,3,0,3,-3,-1.0,1.0,-2.0,5.0,7.0,-2.0,-2,0,0,0.7352941176470588,0.3125,0.14444444444444446,0.425,0.425,1,0,1.5
2024-09-21,0,0,D,0,0,D,D Coote,9,15,4,6,4,11,7,12,3,1,0,0,2.88,3.6,2.38,2.88,3.75,2.3,2.85,3.72,2.36,2.96,3.88,2.42,1.57,2.38,1.62,2.41,1.64,2.45,1.6,2.39,2024-25,2024,9,5,0,0,0,0,0,1.0,2.0,Crystal Palace,Man United,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,3.0,0,11,9,2,1,1,0,0,0.0,3.0,-3.0,4.0,10.0,-6.0,2,0,0,0.6369426751592356,0.42016806722689076,1.2521739130434784,0.6596638655462186,0.6596638655462186,1,0,4.5
2024-09-22,2,2,D,2,1,H,R Jones,14,4,3,3,9,1,12,11,3,4,0,1,1.8,3.8,4.5,1.75,3.75,4.75,1.86,3.83,4.21,2.44,3.99,4.75,1.86,2.04,1.85,2.04,1.87,2.07,1.83,2.02,2024-25,2024,9,6,4,1,1,1,1,1.0,1.0,Brighton,Nott'm Forest,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,0.6666666666666666,1.0,1.0,0.6666666666666666,3.0,0,15,8,7,1,1,0,0,0.0,1.0,-1.0,6.0,3.0,3.0,7,0,0,0.5376344086021505,0.49019607843137253,0.3684210526315789,0.9117647058823529,0.9117647058823529,1,0,4.0
2024-09-22,2,2,D,1,2,A,M Oliver,33,5,11,3,8,2,7,10,3,4,0,1,1.85,3.5,4.5,1.8,3.6,4.5,1.83,3.62,4.52,1.87,3.75,4.75,2.04,1.86,2.05,1.85,2.08,1.87,2.02,1.82,2024-25,2024,9,6,4,1,1,1,1,3.0,1.5,Man City,Arsenal,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,0.6666666666666666,3.0,1.6666666666666667,0.3333333333333333,3.0,0,4,8,-4,1,1,0,0,1.0,1.0,0.0,7.0,4.0,3.0,-4,0,0,0.49019607843137253,0.5376344086021505,0.4,1.096774193548387,1.096774193548387,1,0,4.333333333333333
2024-09-28,1,1,D,0,1,A,J Gillett,11,16,4,6,5,6,14,10,4,4,0,0,5.0,4.33,1.62,5.25,4.33,1.6,5.09,4.47,1.61,5.3,4.7,1.63,1.5,2.63,1.5,2.67,1.53,2.8,1.49,2.64,2024-25,2024,9,5,2,0,1,0,0,1.5,2.5,Newcastle,Man City,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.5,0.75,3.0,2.75,0.75,3.0,0,6,5,1,1,1,0,0,1.0,2.0,-1.0,3.0,8.0,-5.0,1,0,0,0.6666666666666666,0.3802281368821293,3.28125,0.5703422053231939,0.5703422053231939,1,0,4.666666666666667
2024-09-28,4,2,H,2,0,H,S Barrott,36,5,16,3,17,0,11,6,2,4,0,0,1.2,7.0,15.0,1.17,8.0,15.0,1.18,7.82,15.12,1.21,8.8,18.0,1.5,2.63,1.54,2.57,1.55,2.75,1.49,2.55,2024-25,2024,9,5,6,1,1,1,1,1.5,1.5,Arsenal,Leicester,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.5,0.25,1.0,1.25,1.75,1.0,0,7,17,-10,3,0,2,-2,0.0,0.0,0.0,7.0,4.0,3.0,-10,0,0,0.6666666666666666,0.3802281368821293,0.078,0.5703422053231939,0.5703422053231939,1,0,4.666666666666667
2024-09-28,1,1,D,1,0,H,S Hooper,8,19,3,3,7,7,2,11,2,3,0,0,2.25,3.6,3.1,2.2,3.5,3.2,2.23,3.62,3.16,2.27,3.82,3.26,1.67,2.2,1.65,2.33,1.71,2.34,1.66,2.27,2024-25,2024,9,5,2,0,1,0,0,2.5,1.5,Brentford,West Ham,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.5,1.5,3.0,1.25,1.5,1.0,0,13,20,-7,1,1,0,0,2.0,0.0,2.0,7.0,3.0,4.0,-7,0,0,0.5988023952095809,0.45454545454545453,0.6875,0.759090909090909,0.759090909090909,1,0,3.5
2024-09-28,4,2,H,4,2,H,P Bankes,15,15,7,5,8,2,11,8,3,2,0,0,1.75,4.2,4.33,1.73,4.2,4.2,1.74,4.23,4.35,1.77,4.35,4.5,1.5,2.63,1.51,2.66,1.54,2.69,1.5,2.58,2024-25,2024,9,5,6,1,1,1,1,0.5,2.0,Chelsea,Brighton,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,1.25,1.0,1.5,0.5,1.0,0,4,12,-8,3,0,2,-2,0.0,0.0,0.0,7.0,4.0,3.0,-8,0,0,0.6666666666666666,0.3802281368821293,0.4119047619047619,0.5703422053231939,0.5703422053231939,1,0,3.0
2024-09-28,0,1,A,0,0,D,J Smith,11,14,1,2,6,5,11,15,2,4,0,0,2.38,3.3,3.1,2.38,3.3,3.0,2.4,3.34,3.07,2.51,3.52,3.23,2.02,1.88,2.01,1.88,2.04,1.89,2.0,1.85,2024-25,2024,9,5,1,0,0,0,0,1.0,0.5,Nott'm Forest,Fulham,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.5,1.0,1.0,1.0,1.0,0,8,6,2,0,3,-1,1,0.0,0.0,0.0,5.0,4.0,1.0,2,0,0,0.49504950495049505,0.5319148936170213,0.7933333333333333,1.074468085106383,1.074468085106383,1,0,1.5
2024-09-28,1,2,A,0,1,A,A Taylor,8,10,3,6,2,10,16,8,2,3,0,0,8.0,5.5,1.35,8.0,5.75,1.33,8.05,5.55,1.35,8.5,5.9,1.38,1.44,2.75,1.48,2.73,1.49,2.95,1.45,2.77,2024-25,2024,9,5,3,1,1,0,1,1.5,2.5,Wolves,Liverpool,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,2.75,0.0,1.75,0.25,3.0,0,18,4,14,0,3,-1,1,-1.0,3.0,-4.0,5.0,3.0,2.0,14,0,0,0.6944444444444444,0.36363636363636365,6.015037593984962,0.5236363636363636,0.5236363636363636,1,0,6.333333333333333
2024-09-28,2,1,H,0,1,A,A Madley,8,17,2,5,5,8,13,11,2,1,0,0,2.75,3.4,2.6,2.7,3.3,2.63,2.73,3.39,2.63,2.8,3.59,2.71,1.88,2.02,1.86,2.03,1.92,2.04,1.87,1.97,2024-25,2024,9,5,3,1,1,1,0,1.0,1.0,Everton,Crystal Palace,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.25,0.0,1.0,1.75,1.0,0,17,12,5,3,0,1,-1,-1.0,0.0,-1.0,8.0,3.0,5.0,5,0,0,0.5319148936170213,0.49504950495049505,1.0266159695817492,0.9306930693069306,0.9306930693069306,1,0,0.0
2024-09-29,2,2,D,1,2,A,S Attwell,15,7,5,3,10,0,10,14,4,1,0,0,4.0,3.7,1.91,4.0,3.75,1.85,4.15,3.77,1.87,4.4,4.0,1.91,1.73,2.1,1.74,2.18,1.79,2.2,1.73,2.14,2024-25,2024,9,6,4,1,1,1,1,0.5,2.0,Ipswich,Aston Villa,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,1.75,1.0,1.75,1.5,3.0,0,13,3,10,1,1,0,0,0.0,1.0,-1.0,4.0,5.0,-1.0,10,0,0,0.5780346820809249,0.47619047619047616,2.162162162162162,0.8238095238095238,0.8238095238095238,1,0,3.0
2024-09-29,0,3,A,0,1,A,C Kavanagh,11,24,2,10,5,3,16,14,5,3,1,0,2.3,4.0,2.75,2.35,3.75,2.75,2.36,3.89,2.77,2.42,4.13,2.8,1.44,2.75,1.45,2.88,1.45,3.07,1.42,2.87,2024-25,2024,9,6,3,1,0,0,1,0.5,1.0,Man United,Tottenham,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.25,1.25,0.0,1.5,1.0,0.0,0,10,13,-3,0,3,-3,3,-3.0,-1.0,-2.0,3.0,6.0,-3.0,-3,0,0,0.6944444444444444,0.36363636363636365,0.8545454545454546,0.5236363636363636,0.5236363636363636,1,0,4.0
2024-09-30,3,1,H,3,0,H,M Oliver,14,9,6,3,7,4,19,12,2,5,0,0,1.67,4.2,4.8,1.65,4.1,5.0,1.65,4.29,4.91,1.68,4.53,5.25,1.5,2.63,1.49,2.7,1.52,2.75,1.49,2.6,2024-25,2024,9,0,4,1,1,1,0,0.5,0.5,Bournemouth,Southampton,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.25,1.25,0.0,0.25,2.0,0.0,0,16,20,-4,3,0,2,-2,-1.0,-2.0,1.0,7.0,6.0,1.0,-4,0,0,0.6666666666666666,0.3802281368821293,0.32999999999999996,0.5703422053231939,0.5703422053231939,0,0,5.25
2024-10-05,5,3,H,4,2,H,A Madley,19,17,12,6,10,3,9,10,2,3,0,0,2.1,3.6,3.5,2.05,3.6,3.4,2.09,3.64,3.47,2.14,3.75,3.7,1.73,2.1,1.81,2.08,1.81,2.13,1.78,2.08,2024-25,2024,10,5,8,1,1,1,1,2.0,0.6666666666666666,Brentford,Wolves,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.4,1.8,4.0,1.0,2.8,1.0,0,14,19,-5,3,0,2,-2,2.0,-2.0,4.0,10.0,7.0,3.0,-5,0,0,0.5780346820809249,0.47619047619047616,0.6029411764705882,0.8238095238095238,0.8238095238095238,1,0,1.5
2024-10-05,0,1,A,0,1,A,S Hooper,9,16,5,4,3,8,7,15,4,2,0,0,6.5,4.4,1.5,6.0,4.5,1.5,6.36,4.65,1.49,6.67,4.9,1.52,1.57,2.38,1.62,2.39,1.64,2.5,1.59,2.4,2024-25,2024,10,5,1,0,0,0,0,0.6666666666666666,2.3333333333333335,Crystal Palace,Liverpool,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8,1.4,2.0,2.0,0.2,6.0,0,17,5,12,0,3,-1,1,0.0,4.0,-4.0,8.0,9.0,-1.0,12,0,0,0.6369426751592356,0.42016806722689076,4.0,0.6596638655462186,0.6596638655462186,1,0,4.0
2024-10-05,3,1,H,0,0,D,T Harrington,29,8,6,2,13,1,10,9,0,3,0,0,1.14,8.5,19.0,1.14,9.0,17.0,1.14,9.2,18.63,1.16,10.0,21.0,1.36,3.2,1.38,3.16,1.4,3.25,1.36,3.13,2024-25,2024,10,5,4,1,1,1,0,2.3333333333333335,0.6666666666666666,Arsenal,Southampton,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.6,0.6,4.0,0.4,1.8,0.0,0,5,20,-15,3,0,2,-2,2.0,-4.0,6.0,23.0,9.0,14.0,-15,0,0,0.7352941176470588,0.3125,0.06705882352941175,0.425,0.425,1,0,2.6666666666666665
2024-10-05,1,0,H,1,0,H,D Bond,6,17,2,2,0,9,12,14,4,1,0,0,3.2,3.7,2.15,3.1,3.75,2.15,3.24,3.66,2.17,3.4,3.81,2.22,1.67,2.2,1.73,2.2,1.74,2.29,1.69,2.21,2024-25,2024,10,5,1,0,0,0,0,1.0,1.3333333333333333,Leicester,Bournemouth,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2,1.6,1.0,1.0,1.6,3.0,0,18,9,9,3,0,1,-1,-1.0,-2.0,1.0,5.0,13.0,-8.0,9,0,0,0.5988023952095809,0.45454545454545453,1.4418604651162792,0.759090909090909,0.759090909090909,1,0,2.0
2024-10-05,4,1,H,2,1,H,A Taylor,23,9,13,2,5,5,12,6,0,1,0,0,1.8,3.9,4.33,1.8,3.8,4.33,1.8,3.96,4.25,1.86,4.1,4.45,1.67,2.2,1.71,2.22,1.72,2.29,1.69,2.21,2024-25,2024,10,5,5,1,1,1,0,0.6666666666666666,0.6666666666666666,West Ham,Ipswich,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,1.8,0.0,0.6,1.6,2.0,0,18,12,6,3,0,3,-3,-5.0,0.0,-5.0,9.0,7.0,2.0,6,0,0,0.5988023952095809,0.45454545454545453,0.41570438799076215,0.759090909090909,0.759090909090909,1,0,6.0
2024-10-05,0,0,D,0,0,D,C Pawson,8,14,2,3,0,10,12,8,1,2,0,0,3.1,3.7,2.2,3.2,3.6,2.2,3.15,3.62,2.23,3.25,3.77,2.29,1.67,2.2,1.73,2.19,1.75,2.29,1.69,2.21,2024-25,2024,10,5,0,0,0,0,0,1.3333333333333333,1.3333333333333333,Everton,Newcastle,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,2.8,3.0,1.4,1.2,3.0,0,12,7,5,1,1,0,0,0.0,-1.0,1.0,10.0,10.0,0.0,5,0,0,0.5988023952095809,0.45454545454545453,1.4545454545454546,0.759090909090909,0.759090909090909,1,0,2.5
2024-10-05,3,2,H,1,1,D,P Bankes,20,11,7,4,8,3,4,10,2,1,0,0,1.25,6.0,12.0,1.25,7.0,9.5,1.24,6.85,11.11,1.27,7.6,12.0,1.44,2.75,1.47,2.74,1.49,2.82,1.45,2.74,2024-25,2024,10,5,5,1,1,1,1,2.6666666666666665,0.6666666666666666,Man City,Fulham,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.6,1.0,4.0,1.4,1.0,4.0,0,5,6,-1,3,0,1,-1,1.0,1.0,0.0,18.0,6.0,12.0,-1,0,0,0.6944444444444444,0.36363636363636365,0.13157894736842105,0.5236363636363636,0.5236363636363636,1,0,3.6666666666666665
2024-10-06,0,0,D,0,0,D,R Jones,11,10,1,4,6,3,12,11,1,5,0,0,2.2,3.7,3.1,2.2,3.75,3.0,2.21,3.82,3.06,2.25,3.99,3.2,1.53,2.5,1.55,2.57,1.55,2.63,1.53,2.52,2024-25,2024,10,6,0,0,0,0,0,2.0,1.3333333333333333,Aston Villa,Man United,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2.0,1.4,6.0,1.0,1.0,4.0,0,5,16,-11,1,1,0,0,3.0,3.0,0.0,12.0,16.0,-4.0,-11,0,0,0.6535947712418301,0.4,0.7333333333333334,0.612,0.612,1,0,5.333333333333333
2024-10-06,1,1,D,0,0,D,C Kavanagh,22,16,8,9,11,3,12,11,6,2,0,1,1.5,4.5,6.5,1.48,4.5,6.5,1.48,4.73,6.32,1.52,4.95,7.0,1.57,2.38,1.57,2.49,1.59,2.55,1.55,2.46,2024-25,2024,10,6,2,0,1,0,0,1.6666666666666667,1.3333333333333333,Chelsea,Nott'm Forest,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.2,1.0,4.0,1.2,0.8,4.0,0,5,11,-6,1,1,0,0,2.0,1.0,1.0,14.0,6.0,8.0,-6,0,0,0.6369426751592356,0.42016806722689076,0.2276923076923077,0.6596638655462186,0.6596638655462186,1,0,5.25
2024-10-06,3,2,H,0,2,A,D Coote,11,13,4,3,4,7,14,10,2,2,0,0,2.9,4.0,2.2,2.9,4.0,2.2,2.9,4.01,2.23,2.99,4.18,2.28,1.4,3.0,1.42,3.0,1.42,3.12,1.39,3.0,2024-25,2024,10,6,5,1,1,1,1,1.3333333333333333,1.6666666666666667,Brighton,Tottenham,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.6,0.8,2.0,1.8,1.0,3.0,0,17,9,8,3,0,1,-1,0.0,2.0,-2.0,9.0,16.0,-7.0,8,0,0,0.7142857142857143,0.3333333333333333,1.3181818181818181,0.4666666666666666,0.4666666666666666,1,0,4.333333333333333
2024-10-19,0,1,A,0,1,A,P Bankes,21,10,6,5,9,4,11,9,2,2,0,0,2.0,3.8,3.5,1.95,3.7,3.6,2.01,3.88,3.51,2.05,4.08,3.66,1.49,2.45,1.52,2.63,1.54,2.69,1.51,2.56,2024-25,2024,10,5,1,0,0,0,0,1.3333333333333333,2.0,Newcastle,Brighton,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4,1.4,4.0,1.4,1.6,1.0,0,10,15,-5,0,3,-1,1,1.0,-2.0,3.0,7.0,9.0,-2.0,-5,0,0,0.6711409395973155,0.4081632653061224,0.5416666666666666,0.6081632653061224,0.6081632653061224,1,0,3.5
2024-10-19,4,1,H,1,1,D,A Madley,22,11,7,4,13,5,10,15,1,3,0,1,1.53,4.75,5.5,1.5,5.0,5.25,1.5,4.91,5.73,1.54,5.1,6.0,1.36,3.2,1.38,3.18,1.4,3.22,1.37,3.08,2024-25,2024,10,5,5,1,1,1,0,2.3333333333333335,1.3333333333333333,Tottenham,West Ham,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.2,0.8,3.0,1.0,1.6,2.0,0,13,16,-3,3,0,3,-3,1.0,0.0,1.0,15.0,6.0,9.0,-3,0,0,0.7352941176470588,0.3125,0.2857142857142857,0.425,0.425,1,0,2.6666666666666665
2024-10-19,2,1,H,0,1,A,S Barrott,23,8,11,2,9,2,14,5,2,2,0,0,1.7,4.2,4.5,1.7,4.2,4.5,1.71,4.28,4.48,1.75,4.5,4.75,1.5,2.63,1.51,2.64,1.53,2.66,1.49,2.58,2024-25,2024,10,5,3,1,1,1,0,0.3333333333333333,0.6666666666666666,Man United,Brentford,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8,1.6,0.0,1.2,1.8,0.0,0,16,11,5,3,0,1,-1,-6.0,-3.0,-3.0,5.0,11.0,-6.0,5,0,0,0.6666666666666666,0.3802281368821293,0.37777777777777777,0.5703422053231939,0.5703422053231939,1,0,5.0
