Date,FTR,HTR,Referee,IWH,IWD,IWA,WHH,WHD,WHA,Year,Month,DayOfWeek,GoalsOver2_5,HomeTeam_mean_FTHG,AwayTeam_mean_FTAG,HomeTeam,AwayTeam,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Birmingham,HomeTeam_Blackburn,HomeTeam_Blackpool,HomeTeam_Bolton,HomeTeam_Bournemouth,HomeTeam_Bradford,HomeTeam_Brentford,HomeTeam_Brighton,HomeTeam_Burnley,HomeTeam_Cardiff,HomeTeam_Charlton,HomeTeam_Chelsea,HomeTeam_Coventry,HomeTeam_Crystal Palace,HomeTeam_Derby,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Huddersfield,HomeTeam_Hull,HomeTeam_Ipswich,HomeTeam_Leeds,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Luton,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Middlesbrough,HomeTeam_Newcastle,HomeTeam_Norwich,HomeTeam_Nott'm Forest,HomeTeam_Portsmouth,HomeTeam_QPR,HomeTeam_Reading,HomeTeam_Sheffield United,HomeTeam_Southampton,HomeTeam_Stoke,HomeTeam_Sunderland,HomeTeam_Swansea,HomeTeam_Tottenham,HomeTeam_Watford,HomeTeam_West Brom,HomeTeam_West Ham,HomeTeam_Wigan,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Birmingham,AwayTeam_Blackburn,AwayTeam_Blackpool,AwayTeam_Bolton,AwayTeam_Bournemouth,AwayTeam_Bradford,AwayTeam_Brentford,AwayTeam_Brighton,AwayTeam_Burnley,AwayTeam_Cardiff,AwayTeam_Charlton,AwayTeam_Chelsea,AwayTeam_Coventry,AwayTeam_Crystal Palace,AwayTeam_Derby,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Huddersfield,AwayTeam_Hull,AwayTeam_Ipswich,AwayTeam_Leeds,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Luton,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Middlesbrough,AwayTeam_Newcastle,AwayTeam_Norwich,AwayTeam_Nott'm Forest,AwayTeam_Portsmouth,AwayTeam_QPR,AwayTeam_Reading,AwayTeam_Sheffield United,AwayTeam_Southampton,AwayTeam_Stoke,AwayTeam_Sunderland,AwayTeam_Swansea,AwayTeam_Tottenham,AwayTeam_Watford,AwayTeam_West Brom,AwayTeam_West Ham,AwayTeam_Wigan,AwayTeam_Wolves,HomeRecentGF,HomeRecentGA,HomeRecentPts,AwayRecentGF,AwayRecentGA,AwayRecentPts,HomeRecentGF_missing,HomeRecentGA_missing,HomeRecentPts_missing,AwayRecentGF_missing,AwayRecentGA_missing,AwayRecentPts_missing
2004-11-06,H,H,M Halsey,1.8,3.1,3.8,1.8,3.1,4.0,2004,11,5,1,1.3298153034300793,0.7983870967741935,Aston Villa,Portsmouth,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2359375,1.31484375,6.64453125,1.0744318181818182,1.4670454545454545,5.3977272727272725,1,1,1,1,1,1
2004-11-06,H,D,M Riley,1.4,3.9,6.0,1.4,3.75,7.0,2004,11,5,0,2.045766590389016,1.0666666666666667,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.805423728813559,0.9396610169491527,9.786440677966102,1.254295532646048,1.2426116838487973,7.116838487972508,1,1,1,1,1,1
2004-11-06,D,D,M Dean,5.4,3.8,1.45,7.0,4.0,1.36,2004,11,5,0,1.1152073732718895,1.6064073226544622,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1140939597315436,1.4308724832214765,5.724832214765101,1.8786440677966099,1.0671186440677967,9.64406779661017,1,1,1,1,1,1
2004-11-06,A,A,N Barry,1.9,3.1,3.5,1.83,3.2,3.75,2004,11,5,1,1.8256880733944953,0.9307692307692308,Tottenham,Charlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6122448979591837,1.2346938775510203,8.136054421768707,1.1397590361445784,1.4771084337349396,6.0,1,1,1,1,1,1
2004-11-06,D,A,S Bennett,1.9,3.1,3.5,2.0,3.1,3.3,2004,11,5,1,1.3666666666666667,0.8734693877551021,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1883495145631067,1.4203883495145633,6.072815533980583,1.0195652173913043,1.5714285714285716,4.763975155279503,1,1,1,1,1,1
2004-11-07,D,D,G Poll,1.45,3.8,5.4,1.4,3.75,7.0,2004,11,6,0,2.0756880733944953,1.6205250596658711,Man United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8324137931034485,0.9510344827586207,10.137931034482758,1.8844444444444444,1.048888888888889,9.059259259259258,1,1,1,1,1,1
2004-11-07,D,D,P Walton,1.9,3.1,3.5,1.9,3.2,3.5,2004,11,6,0,1.2967032967032968,1.05,Middlesbrough,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0976,1.3008,5.728,1.1794117647058822,1.4720588235294116,6.080882352941177,1,1,1,1,1,1
2004-11-07,A,A,H Webb,1.55,3.5,4.8,1.53,3.5,5.5,2004,11,6,1,1.4937027707808563,0.890728476821192,Newcastle,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2578947368421054,1.4917293233082707,6.315789473684211,1.1317307692307692,1.4519230769230769,5.701923076923077,1,1,1,1,1,1
2004-11-13,A,D,S Bennett,4.0,3.2,1.75,5.0,3.1,1.66,2004,11,5,1,1.8256880733944953,1.6064073226544622,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.4,6.0,2.2,1.2,10.0,0,0,0,0,0,0
2004-11-13,A,D,R Styles,2.3,2.9,2.8,2.3,3.1,2.75,2004,11,5,0,1.2016129032258065,1.0666666666666667,Birmingham,Everton,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.4,8.0,1.2,1.2,10.0,0,0,0,0,0,0
2004-11-13,A,D,A D'Urso,2.0,3.0,3.3,2.05,3.1,3.2,2004,11,5,1,1.3299492385786802,1.1312335958005248,Bolton,Aston Villa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.0,11.0,1.2,1.2,7.0,0,0,0,0,0,0
2004-11-13,H,H,A Marriner,1.75,3.2,4.0,1.8,3.1,4.0,2004,11,5,1,1.3571428571428572,0.7022900763358778,Charlton,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.8,4.0,0.6,2.0,2.0,0,0,0,0,0,0
2004-11-13,A,A,U Rennie,4.6,3.4,1.6,5.5,3.3,1.57,2004,11,5,1,1.3498349834983498,1.573394495412844,Fulham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.8,6.0,2.8,0.4,12.0,0,0,0,0,0,0
2004-11-13,H,H,P Dowd,1.5,3.7,5.0,1.44,3.75,6.0,2004,11,5,1,2.0642201834862384,1.119815668202765,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.0,13.0,1.2,1.0,7.0,0,0,0,0,0,0
2004-11-13,D,H,M Clattenburg,2.0,3.1,3.2,1.83,3.2,3.75,2004,11,5,0,2.1908212560386473,1.0612244897959184,Man City,Blackburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.2,3.0,0.6,2.8,2.0,0,0,0,0,0,0
2004-11-13,H,D,G Poll,2.1,3.0,3.1,2.37,3.1,2.62,2004,11,5,1,1.3666666666666667,0.7983870967741935,Southampton,Portsmouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.4,2.0,1.4,0.8,10.0,0,0,0,0,0,0
2004-11-14,A,D,S Dunn,2.8,2.9,2.3,2.8,3.1,2.25,2004,11,6,1,1.1934156378600822,0.875,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.6,1.0,2.4,1.0,13.0,0,0,0,0,0,0
2004-11-14,A,A,M Dean,2.8,2.9,2.3,2.8,3.2,2.2,2004,11,6,1,1.4937027707808563,1.6055045871559632,Newcastle,Man United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.2,8.0,0.8,1.0,5.0,0,0,0,0,0,0
2004-11-20,D,D,H Webb,1.17,5.5,11.0,1.16,5.5,12.0,2004,11,5,0,2.133640552995392,0.8734693877551021,Arsenal,West Brom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.0,10.0,0.2,2.2,1.0,0,0,0,0,0,0
2004-11-20,D,H,D Gallagher,1.35,4.0,7.0,1.36,3.75,8.0,2004,11,5,1,2.045766590389016,1.05,Chelsea,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.2,13.0,1.8,1.4,10.0,0,0,0,0,0,0
2004-11-20,H,D,G Poll,1.75,3.2,4.0,1.9,2.87,4.0,2004,11,5,0,1.5308924485125859,0.890728476821192,Everton,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,10.0,1.0,2.2,3.0,0,0,0,0,0,0
2004-11-20,A,D,M Halsey,2.7,3.0,2.3,2.8,3.1,2.25,2004,11,5,0,1.1152073732718895,1.0554156171284634,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.8,7.0,1.2,0.8,6.0,0,0,0,0,0,0
2004-11-20,H,H,S Bennett,2.3,3.0,2.7,2.5,3.1,2.5,2004,11,5,0,1.2967032967032968,1.6082004555808656,Middlesbrough,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.4,11.0,1.8,0.8,10.0,0,0,0,0,0,0
2004-11-20,H,D,M Riley,2.3,2.9,2.8,2.25,3.2,2.75,2004,11,5,1,1.1755725190839694,1.0202702702702702,Norwich,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.6,5.0,0.8,1.4,3.0,0,0,0,0,0,0
2004-11-20,A,D,M Messias,2.0,3.1,3.2,2.1,3.2,3.0,2004,11,5,1,1.278688524590164,1.6205250596658711,Portsmouth,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.0,8.0,1.0,1.6,3.0,0,0,0,0,0,0
2004-11-20,H,H,R Styles,1.33,4.0,7.5,1.36,3.75,8.0,2004,11,5,0,2.0756880733944953,0.9307692307692308,Man United,Charlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.4,5.0,1.0,1.8,4.0,0,0,0,0,0,0
2004-11-21,D,A,N Barry,2.2,3.0,2.9,2.37,3.0,2.7,2004,11,6,1,1.3919597989949748,0.8360655737704918,Blackburn,Birmingham,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.0,3.0,0.8,0.6,5.0,0,0,0,0,0,0
2004-11-22,H,D,C Foy,1.85,3.1,3.6,1.9,3.1,3.6,2004,11,0,0,1.3298153034300793,1.3990825688073394,Aston Villa,Tottenham,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2,1.0,8.0,1.2,1.4,6.0,0,0,0,0,0,0
2004-11-27,H,H,M Riley,2.2,3.0,2.9,2.2,3.2,2.8,2004,11,5,0,2.1908212560386473,1.1312335958005248,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.8,1.0,1.4,0.6,11.0,0,0,0,0,0,0
2004-11-27,D,H,G Poll,1.8,3.1,3.8,1.83,3.0,4.0,2004,11,5,0,1.2016129032258065,0.7022900763358778,Birmingham,Norwich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,4.0,1.0,2.4,4.0,0,0,0,0,0,0
2004-11-27,A,A,S Dunn,1.65,3.3,4.4,1.61,3.3,5.0,2004,11,5,0,1.3299492385786802,0.7983870967741935,Bolton,Portsmouth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,7.0,1.4,1.2,7.0,0,0,0,0,0,0
2004-11-27,A,A,M Clattenburg,4.4,3.3,1.65,6.0,3.25,1.53,2004,11,5,1,1.3571428571428572,1.573394495412844,Charlton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,6.0,2.8,0.4,13.0,0,0,0,0,0,0
2004-11-27,A,A,R Styles,1.9,3.1,3.5,1.83,3.0,4.0,2004,11,5,0,1.3498349834983498,1.0612244897959184,Fulham,Blackburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.2,3.0,0.8,1.4,4.0,0,0,0,0,0,0
2004-11-27,D,D,P Walton,1.9,3.1,3.5,2.0,3.0,3.4,2004,11,5,1,1.3666666666666667,1.119815668202765,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,6.0,1.4,1.2,7.0,0,0,0,0,0,0
2004-11-27,A,D,S Bennett,4.8,3.5,1.55,6.0,3.25,1.53,2004,11,5,1,1.1934156378600822,1.6055045871559632,West Brom,Man United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.6,0.0,1.4,1.6,5.0,0,0,0,0,0,0
2004-11-28,H,D,P Dowd,2.7,3.0,2.3,2.37,3.1,2.62,2004,11,6,0,1.8256880733944953,0.875,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.2,6.0,2.2,1.4,13.0,0,0,0,0,0,0
2004-11-28,D,H,N Barry,1.9,3.1,3.5,1.8,3.1,4.0,2004,11,6,0,1.4937027707808563,1.0666666666666667,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.0,6.0,0.8,0.8,10.0,0,0,0,0,0,0
2004-11-28,H,H,A Wiley,2.9,3.0,2.2,3.1,3.1,2.1,2004,11,6,1,2.0642201834862384,1.6064073226544622,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.2,10.0,2.6,1.8,10.0,0,0,0,0,0,0
2004-12-04,H,H,D Gallagher,1.35,4.0,7.0,1.28,4.5,8.0,2004,12,5,1,2.133640552995392,0.8360655737704918,Arsenal,Birmingham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8871080139372822,1.0634146341463415,9.64808362369338,0.9967105263157895,1.2960526315789473,5.7105263157894735,1,1,1,1,1,1
2004-12-04,H,D,H Webb,1.9,3.1,3.5,2.0,2.87,3.6,2004,12,5,1,1.5308924485125859,1.05,Everton,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3369863013698629,1.2547945205479452,7.208904109589041,1.1794117647058822,1.4720588235294116,6.080882352941177,1,1,1,1,1,1
2004-12-04,A,D,M Dean,2.3,3.0,2.7,2.37,3.0,2.7,2004,12,5,0,1.3919597989949748,1.3990825688073394,Blackburn,Tottenham,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2661417322834645,1.3858267716535433,6.47244094488189,1.5944444444444443,1.2256944444444444,8.184027777777779,1,1,1,1,1,1
