Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,IWH,IWD,IWA,WHH,WHD,WHA,Year,Month,DayOfWeek,TotalGoals,GoalsOver2_5,HomeTeam,AwayTeam,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Birmingham,HomeTeam_Blackburn,HomeTeam_Blackpool,HomeTeam_Bolton,HomeTeam_Bournemouth,HomeTeam_Bradford,HomeTeam_Brentford,HomeTeam_Brighton,HomeTeam_Burnley,HomeTeam_Cardiff,HomeTeam_Charlton,HomeTeam_Chelsea,HomeTeam_Coventry,HomeTeam_Crystal Palace,HomeTeam_Derby,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Huddersfield,HomeTeam_Hull,HomeTeam_Ipswich,HomeTeam_Leeds,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Luton,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Middlesbrough,HomeTeam_Newcastle,HomeTeam_Norwich,HomeTeam_Nott'm Forest,HomeTeam_Portsmouth,HomeTeam_QPR,HomeTeam_Reading,HomeTeam_Sheffield United,HomeTeam_Southampton,HomeTeam_Stoke,HomeTeam_Sunderland,HomeTeam_Swansea,HomeTeam_Tottenham,HomeTeam_Watford,HomeTeam_West Brom,HomeTeam_West Ham,HomeTeam_Wigan,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Birmingham,AwayTeam_Blackburn,AwayTeam_Blackpool,AwayTeam_Bolton,AwayTeam_Bournemouth,AwayTeam_Bradford,AwayTeam_Brentford,AwayTeam_Brighton,AwayTeam_Burnley,AwayTeam_Cardiff,AwayTeam_Charlton,AwayTeam_Chelsea,AwayTeam_Coventry,AwayTeam_Crystal Palace,AwayTeam_Derby,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Huddersfield,AwayTeam_Hull,AwayTeam_Ipswich,AwayTeam_Leeds,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Luton,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Middlesbrough,AwayTeam_Newcastle,AwayTeam_Norwich,AwayTeam_Nott'm Forest,AwayTeam_Portsmouth,AwayTeam_QPR,AwayTeam_Reading,AwayTeam_Sheffield United,AwayTeam_Southampton,AwayTeam_Stoke,AwayTeam_Sunderland,AwayTeam_Swansea,AwayTeam_Tottenham,AwayTeam_Watford,AwayTeam_West Brom,AwayTeam_West Ham,AwayTeam_Wigan,AwayTeam_Wolves,HomeRecentGF,HomeRecentGA,HomeRecentPts,AwayRecentGF,AwayRecentGA,AwayRecentPts
2003-01-12,4.0,3.0,H,1.0,1.0,D,S Dunn,18.0,13.0,12.0,10.0,9.0,9.0,12.0,10.0,1.0,1.0,0.0,0.0,1.9,3.1,3.5,2.0,3.1,3.3,2003,1,6,7.0,1,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.6,8.0,0.8,1.0,6.0
2003-01-12,0.0,4.0,A,0.0,2.0,A,S Bennett,10.0,12.0,4.0,9.0,7.0,5.0,13.0,17.0,2.0,2.0,0.0,0.0,4.4,3.3,1.65,5.0,3.5,1.57,2003,1,6,4.0,1,Birmingham,Arsenal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,5.0,1.2,1.0,8.0
2003-01-18,0.0,1.0,A,0.0,0.0,D,N Barry,11.0,10.0,5.0,6.0,11.0,5.0,9.0,11.0,1.0,3.0,0.0,0.0,2.1,3.0,3.1,2.2,3.1,2.87,2003,1,5,1.0,0,Aston Villa,Tottenham,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2,1.2,9.0,1.4,1.6,5.0
2003-01-18,2.0,1.0,H,1.0,1.0,D,P Durkin,10.0,10.0,8.0,5.0,6.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,1.8,3.1,3.8,1.72,3.1,4.5,2003,1,5,3.0,1,Man United,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.0,9.0,1.0,1.2,5.0
2003-01-18,0.0,1.0,A,0.0,1.0,A,S Bennett,8.0,17.0,4.0,7.0,6.0,4.0,8.0,10.0,1.0,1.0,0.0,0.0,2.5,3.0,2.5,2.3,3.1,2.75,2003,1,5,1.0,0,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6,9.0,0.6,1.0,3.0
2003-01-18,0.0,0.0,D,0.0,0.0,D,U Rennie,10.0,8.0,4.0,1.0,6.0,5.0,11.0,12.0,1.0,1.0,0.0,1.0,1.45,3.6,5.8,1.44,3.75,6.0,2003,1,5,0.0,0,Leeds,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.4,13.0,1.0,2.0,1.0
2003-01-18,2.0,0.0,H,1.0,0.0,H,G Poll,13.0,6.0,10.0,2.0,7.0,1.0,13.0,13.0,0.0,1.0,0.0,0.0,1.8,3.1,3.8,1.66,3.4,4.33,2003,1,5,2.0,0,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.2,10.0,2.0,1.6,8.0
2003-01-18,1.0,1.0,D,0.0,0.0,D,D Elleray,10.0,10.0,5.0,5.0,7.0,7.0,11.0,12.0,0.0,0.0,0.0,0.0,1.85,3.1,3.6,1.72,3.2,4.33,2003,1,5,2.0,0,Charlton,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.0,9.0,1.0,1.8,5.0
2003-01-18,1.0,1.0,D,1.0,0.0,H,C Wilkes,14.0,15.0,10.0,7.0,4.0,11.0,16.0,15.0,2.0,3.0,1.0,0.0,1.6,3.4,4.6,1.61,3.3,5.0,2003,1,5,2.0,0,Blackburn,Birmingham,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.0,8.0,0.6,1.2,5.0
2003-01-18,2.0,1.0,H,0.0,1.0,A,P Dowd,15.0,7.0,9.0,5.0,13.0,8.0,14.0,19.0,2.0,3.0,0.0,0.0,1.7,3.2,4.2,1.61,3.3,5.0,2003,1,5,3.0,1,Everton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.8,7.0,1.4,1.8,4.0
2003-01-19,1.0,0.0,H,1.0,0.0,H,M Halsey,18.0,8.0,6.0,4.0,8.0,4.0,12.0,12.0,0.0,1.0,0.0,0.0,2.1,3.0,3.1,2.1,3.2,3.0,2003,1,6,1.0,0,Fulham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.0,4.0,0.8,1.2,4.0
2003-01-19,3.0,1.0,H,1.0,1.0,D,M Dean,24.0,5.0,13.0,2.0,12.0,1.0,17.0,9.0,3.0,1.0,0.0,1.0,1.35,4.0,7.0,1.28,4.5,8.0,2003,1,6,4.0,1,Arsenal,West Ham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8,1.0,11.0,1.2,1.8,4.0
2003-01-22,1.0,0.0,H,1.0,0.0,H,P Dowd,10.0,12.0,7.0,4.0,7.0,3.0,15.0,6.0,1.0,2.0,0.0,0.0,1.4,3.7,6.5,1.4,3.6,7.5,2003,1,2,1.0,0,Newcastle,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.4,10.0,1.0,1.2,6.0
2003-01-22,4.0,2.0,H,2.0,1.0,H,E Wolstenholme,12.0,11.0,4.0,3.0,8.0,2.0,11.0,7.0,0.0,1.0,0.0,0.0,2.1,3.0,3.1,2.0,3.2,3.2,2003,1,2,6.0,1,Charlton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4,1.8,6.0,1.2,1.8,4.0
2003-01-28,1.0,2.0,A,0.0,2.0,A,R Styles,7.0,6.0,5.0,4.0,5.0,6.0,8.0,15.0,2.0,1.0,0.0,0.0,2.4,2.9,2.7,2.6,3.1,2.4,2003,1,1,3.0,1,Bolton,Everton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.2,6.0,1.2,1.4,4.0
2003-01-28,3.0,2.0,H,0.0,1.0,A,J Winter,13.0,5.0,7.0,5.0,7.0,3.0,6.0,6.0,2.0,1.0,0.0,0.0,1.75,3.2,4.0,1.61,3.3,5.0,2003,1,1,5.0,1,Chelsea,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.2,7.0,1.6,0.8,10.0
2003-01-28,2.0,5.0,A,2.0,2.0,D,D Gallagher,13.0,15.0,8.0,9.0,6.0,3.0,13.0,11.0,1.0,2.0,0.0,0.0,2.0,3.1,3.2,1.8,3.1,4.0,2003,1,1,7.0,1,Middlesbrough,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.4,4.0,1.0,1.2,7.0
2003-01-28,0.0,1.0,A,0.0,0.0,D,N Barry,10.0,12.0,4.0,6.0,5.0,2.0,9.0,13.0,1.0,0.0,0.0,0.0,2.4,3.0,2.6,2.5,3.1,2.5,2003,1,1,1.0,0,Sunderland,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.6,2.0,1.2,0.8,9.0
2003-01-29,0.0,1.0,A,0.0,0.0,D,D Elleray,13.0,15.0,7.0,8.0,5.0,4.0,14.0,9.0,0.0,1.0,0.0,0.0,2.2,3.0,2.9,2.25,3.2,2.75,2003,1,2,1.0,0,Tottenham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,7.0,2.0,1.4,10.0
2003-01-29,4.0,1.0,H,1.0,1.0,D,S Bennett,11.0,6.0,4.0,2.0,9.0,3.0,10.0,10.0,3.0,1.0,0.0,0.0,1.75,3.2,4.0,1.72,3.2,4.33,2003,1,2,5.0,1,Man City,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.4,10.0,0.2,1.0,2.0
2003-01-29,2.0,2.0,D,0.0,1.0,A,M Halsey,16.0,20.0,12.0,15.0,9.0,10.0,14.0,11.0,1.0,1.0,0.0,0.0,2.3,3.0,2.7,2.62,2.9,2.5,2003,1,2,4.0,1,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.8,4.0,2.4,0.8,13.0
2003-01-29,2.0,1.0,H,0.0,1.0,A,A Wiley,9.0,4.0,7.0,1.0,5.0,4.0,16.0,14.0,1.0,1.0,0.0,0.0,2.4,3.0,2.6,2.5,3.1,2.5,2003,1,2,3.0,1,West Ham,Blackburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.8,4.0,1.0,0.6,9.0
2003-01-29,0.0,1.0,A,0.0,0.0,D,A D'Urso,15.0,3.0,6.0,2.0,6.0,6.0,12.0,14.0,0.0,2.0,0.0,0.0,2.4,3.0,2.6,2.5,3.1,2.5,2003,1,2,1.0,0,West Brom,Charlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.2,1.6,6.0
2003-02-01,1.0,3.0,A,0.0,3.0,A,A Wiley,13.0,14.0,5.0,4.0,8.0,3.0,21.0,12.0,1.0,1.0,0.0,0.0,2.4,3.0,2.6,2.5,3.1,2.5,2003,2,5,4.0,1,Sunderland,Charlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.6,1.0,1.8,1.8,8.0
2003-02-01,0.0,2.0,A,0.0,2.0,A,P Dowd,9.0,13.0,4.0,8.0,7.0,6.0,15.0,13.0,2.0,0.0,0.0,0.0,3.5,3.1,1.9,3.75,3.3,1.8,2003,2,5,2.0,0,Southampton,Man United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.8,8.0,1.6,1.2,9.0
2003-02-01,1.0,2.0,A,1.0,1.0,D,N Barry,12.0,9.0,7.0,5.0,6.0,6.0,10.0,17.0,1.0,2.0,0.0,1.0,1.55,3.4,5.0,1.44,3.6,6.5,2003,2,5,3.0,1,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6,1.2,10.0,0.8,1.6,2.0
2003-02-01,4.0,2.0,H,1.0,1.0,D,D Gallagher,15.0,11.0,10.0,6.0,7.0,4.0,16.0,10.0,2.0,2.0,0.0,0.0,2.2,3.0,2.9,2.2,3.0,3.0,2003,2,5,6.0,1,Bolton,Birmingham,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,3.0,0.4,2.0,2.0
2003-02-01,1.0,1.0,D,1.0,1.0,D,P Durkin,16.0,8.0,8.0,5.0,11.0,3.0,7.0,15.0,1.0,1.0,0.0,0.0,1.75,3.2,4.0,1.66,3.3,4.5,2003,2,5,2.0,0,Chelsea,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4,1.6,4.0,1.6,1.6,7.0
2003-02-01,2.0,1.0,H,1.0,1.0,D,E Wolstenholme,11.0,3.0,6.0,1.0,6.0,4.0,10.0,16.0,3.0,1.0,0.0,0.0,1.3,4.2,8.0,1.25,5.0,8.0,2003,2,5,3.0,1,Arsenal,Fulham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.0,13.0,0.4,0.8,5.0
2003-02-01,2.0,0.0,H,0.0,0.0,D,M Halsey,13.0,8.0,5.0,2.0,6.0,4.0,6.0,16.0,0.0,1.0,0.0,0.0,2.1,3.0,3.1,1.83,3.3,3.6,2003,2,5,2.0,0,Everton,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,6.0,1.4,0.6,10.0
2003-02-02,3.0,0.0,H,2.0,0.0,H,M Dean,16.0,7.0,9.0,1.0,9.0,2.0,8.0,21.0,1.0,5.0,0.0,0.0,2.2,3.0,2.9,2.1,3.3,2.87,2003,2,6,3.0,1,Aston Villa,Blackburn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,7.0,1.0,0.8,7.0
2003-02-02,0.0,3.0,A,0.0,2.0,A,M Messias,7.0,11.0,2.0,5.0,6.0,8.0,12.0,12.0,1.0,0.0,0.0,0.0,3.1,3.0,2.1,3.4,3.25,1.9,2003,2,6,3.0,1,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.4,3.0,0.8,0.8,6.0
2003-02-04,0.0,1.0,A,0.0,0.0,D,S Dunn,5.0,15.0,3.0,7.0,3.0,5.0,9.0,14.0,1.0,1.0,0.0,0.0,4.8,3.5,1.55,7.0,3.5,1.44,2003,2,1,1.0,0,Birmingham,Man United,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.0,2.0,2.0,1.2,12.0
2003-02-08,1.0,0.0,H,1.0,0.0,H,D Gallagher,10.0,12.0,7.0,3.0,9.0,6.0,13.0,13.0,2.0,2.0,0.0,1.0,1.7,3.2,4.2,1.8,3.3,3.75,2003,2,5,1.0,0,Leeds,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4,1.0,7.0,1.8,2.4,5.0
2003-02-08,1.0,1.0,D,0.0,1.0,A,D Elleray,15.0,7.0,8.0,5.0,5.0,4.0,8.0,12.0,2.0,4.0,0.0,0.0,2.2,3.0,2.9,2.25,3.2,2.75,2003,2,5,2.0,0,West Brom,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.4,1.0,0.4,1.2,2.0
2003-02-08,1.0,1.0,D,0.0,1.0,A,S Bennett,17.0,2.0,10.0,2.0,14.0,3.0,16.0,12.0,0.0,2.0,0.0,0.0,1.45,3.8,5.4,1.44,3.6,6.5,2003,2,5,2.0,0,Liverpool,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,6.0,1.0,1.2,4.0
2003-02-08,4.0,1.0,H,2.0,1.0,H,R Styles,16.0,8.0,7.0,6.0,10.0,8.0,12.0,11.0,0.0,2.0,0.0,0.0,1.55,3.5,4.8,1.4,3.6,7.5,2003,2,5,5.0,1,Tottenham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.2,1.4,6.0,0.6,1.4,1.0
