Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,IWH,IWD,IWA,WHH,WHD,WHA,B365H,B365D,B365A,B365>2.5,B365<2.5,Year,Month,DayOfWeek,TotalGoals,GoalsOver2_5,HomeTeam_mean_FTHG,AwayTeam_mean_FTAG,HomeTeam,AwayTeam,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Birmingham,HomeTeam_Blackburn,HomeTeam_Bolton,HomeTeam_Bournemouth,HomeTeam_Brentford,HomeTeam_Brighton,HomeTeam_Burnley,HomeTeam_Cardiff,HomeTeam_Charlton,HomeTeam_Chelsea,HomeTeam_Crystal Palace,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Huddersfield,HomeTeam_Leeds,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Luton,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Middlesbrough,HomeTeam_Newcastle,HomeTeam_Norwich,HomeTeam_Nott'm Forest,HomeTeam_Sheffield United,HomeTeam_Southampton,HomeTeam_Stoke,HomeTeam_Sunderland,HomeTeam_Swansea,HomeTeam_Tottenham,HomeTeam_Watford,HomeTeam_West Brom,HomeTeam_West Ham,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Birmingham,AwayTeam_Blackburn,AwayTeam_Bolton,AwayTeam_Bournemouth,AwayTeam_Brentford,AwayTeam_Brighton,AwayTeam_Burnley,AwayTeam_Cardiff,AwayTeam_Charlton,AwayTeam_Chelsea,AwayTeam_Crystal Palace,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Huddersfield,AwayTeam_Leeds,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Luton,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Middlesbrough,AwayTeam_Newcastle,AwayTeam_Norwich,AwayTeam_Nott'm Forest,AwayTeam_Sheffield United,AwayTeam_Southampton,AwayTeam_Stoke,AwayTeam_Sunderland,AwayTeam_Swansea,AwayTeam_Tottenham,AwayTeam_Watford,AwayTeam_West Brom,AwayTeam_West Ham,AwayTeam_Wolves,has_ou_odds,HomeRecentGF,HomeRecentGA,HomeRecentPts,AwayRecentGF,AwayRecentGA,AwayRecentPts,B365>2.5_missing,B365<2.5_missing,h2h_home_wins_last5,home_league_position,away_league_position,position_diff
2018-02-03,2.0,0.0,H,0.0,0.0,D,S Attwell,16.0,4.0,7.0,0.0,5.0,2.0,5.0,19.0,2.0,4.0,0.0,0.0,1.2,6.5,15.0,1.17,7.5,21.0,1.16,8.5,19.0,1.83,2.0,2018,2,5,2.0,0,1.8509316770186337,0.631578947368421,Man United,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.4,11.0,0.4,2.0,2.0,1,1,0,1,30,-29
2018-02-03,1.0,1.0,D,1.0,0.0,H,A Taylor,13.0,3.0,5.0,1.0,3.0,3.0,9.0,8.0,1.0,0.0,0.0,0.0,1.75,3.6,4.8,1.8,3.5,5.0,1.8,3.6,5.25,1.83,2.0,2018,2,5,2.0,0,1.5789473684210529,0.868421052631579,Leicester,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4,0.8,7.0,0.8,1.8,7.0,1,1,1,11,16,-5
2018-02-03,1.0,1.0,D,0.0,1.0,A,M Atkinson,8.0,20.0,3.0,7.0,3.0,13.0,9.0,6.0,4.0,1.0,0.0,0.0,8.0,5.3,1.35,12.0,5.5,1.29,13.0,6.0,1.28,1.83,2.0,2018,2,5,2.0,0,1.0095238095238095,1.8950617283950617,Burnley,Man City,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,2.0,2.0,1.2,10.0,1,1,0,27,3,24
2018-02-03,2.0,1.0,H,0.0,1.0,A,P Tierney,15.0,13.0,8.0,4.0,8.0,1.0,14.0,19.0,2.0,3.0,0.0,0.0,2.1,3.4,3.5,1.91,3.5,4.33,1.9,3.7,4.33,1.83,2.0,2018,2,5,3.0,1,1.2692307692307692,0.8947368421052632,Bournemouth,Stoke,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1.6,9.0,0.6,2.0,4.0,1,1,0,15,13,2
2018-02-03,5.0,1.0,H,4.0,0.0,H,N Swarbrick,15.0,11.0,7.0,2.0,4.0,6.0,8.0,8.0,2.0,0.0,0.0,0.0,1.35,5.3,8.0,1.33,5.0,11.0,1.3,5.75,12.0,1.83,2.0,2018,2,5,6.0,1,2.123456790123457,1.0740740740740742,Arsenal,Everton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.6,8.0,0.4,1.8,2.0,1,1,2,2,7,-5
2018-02-03,2.0,3.0,A,1.0,2.0,A,M Oliver,9.0,13.0,3.0,5.0,5.0,7.0,12.0,10.0,2.0,1.0,0.0,0.0,2.6,3.15,2.85,2.5,3.1,3.1,2.54,3.2,3.1,1.83,2.0,2018,2,5,5.0,1,0.9466666666666668,1.0466666666666666,West Brom,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.8,6.0,1.2,2.0,3.0,1,1,1,12,8,4
2018-02-04,1.0,1.0,D,0.0,1.0,A,A Marriner,21.0,11.0,6.0,8.0,5.0,6.0,11.0,8.0,1.0,1.0,0.0,0.0,2.1,3.25,3.7,2.05,3.3,4.0,2.04,3.39,4.2,1.83,2.0,2018,2,6,2.0,0,1.1258741258741258,1.0993788819875776,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.6,7.0,0.6,1.0,5.0,1,1,1,17,10,7
2018-02-04,2.0,2.0,D,1.0,0.0,H,J Moss,9.0,13.0,3.0,6.0,3.0,7.0,15.0,9.0,3.0,1.0,0.0,0.0,2.2,3.5,3.2,2.1,3.6,3.5,2.1,3.75,3.6,1.83,2.0,2018,2,6,4.0,1,2.253086419753086,1.6419753086419753,Liverpool,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,1.2,12.0,2.6,0.8,11.0,1,1,1,6,4,2
2018-02-05,4.0,1.0,H,1.0,0.0,H,M Dean,21.0,7.0,8.0,3.0,6.0,2.0,11.0,8.0,2.0,2.0,0.0,1.0,5.5,4.0,1.6,6.0,4.0,1.62,6.25,4.0,1.61,1.83,2.0,2018,2,0,5.0,1,1.1789473684210523,1.5432098765432098,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.0,4.0,2.6,0.4,11.0,1,1,0,15,6,9
2018-02-10,2.0,0.0,H,1.0,0.0,H,G Scott,8.0,11.0,4.0,4.0,8.0,7.0,11.0,7.0,1.0,1.0,0.0,0.0,2.4,3.2,3.05,2.5,3.3,2.8,2.5,3.29,2.79,1.83,2.0,2018,2,5,2.0,0,1.546583850931677,0.9894736842105264,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8,1.0,9.0,0.8,1.8,2.0,1,1,1,10,14,-4
2018-02-10,1.0,0.0,H,0.0,0.0,D,A Taylor,18.0,6.0,6.0,1.0,10.0,2.0,13.0,9.0,2.0,1.0,0.0,0.0,2.2,3.5,3.2,2.0,3.75,3.4,2.0,3.6,3.5,1.83,2.0,2018,2,5,1.0,0,1.894409937888199,1.5279503105590062,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.4,11.0,1.8,1.8,5.0,1,1,0,4,2,2
2018-02-10,5.0,1.0,H,1.0,1.0,D,M Jones,19.0,2.0,11.0,2.0,8.0,2.0,10.0,12.0,2.0,3.0,0.0,0.0,1.25,6.5,10.0,1.22,6.0,12.0,1.19,6.5,13.0,1.83,2.0,2018,2,5,6.0,1,2.7358490566037736,1.6015037593984962,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.2,10.0,1.4,0.8,7.0,1,1,0,3,11,-8
2018-02-10,1.0,0.0,H,0.0,0.0,D,A Marriner,12.0,13.0,4.0,1.0,5.0,2.0,10.0,9.0,2.0,1.0,0.0,0.0,2.4,3.1,3.2,2.5,2.9,3.2,2.37,3.0,3.25,1.83,2.0,2018,2,5,1.0,0,0.9736842105263158,1.0,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.0,10.0,0.4,1.0,2.0,1,1,0,16,27,-11
2018-02-10,1.0,1.0,D,0.0,1.0,A,R Madley,15.0,14.0,3.0,6.0,7.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,2.2,3.2,3.5,2.15,3.1,3.6,2.2,3.2,3.39,1.83,2.0,2018,2,5,2.0,0,1.105263157894737,1.1048387096774193,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.8,4.0,0.6,1.8,3.0,1,1,0,13,29,-16
2018-02-10,3.0,1.0,H,0.0,0.0,D,J Moss,11.0,16.0,5.0,4.0,8.0,7.0,14.0,15.0,1.0,1.0,0.0,0.0,2.3,3.2,3.25,2.25,3.1,3.4,2.25,3.25,3.2,1.83,2.0,2018,2,5,4.0,1,1.3788819875776397,1.1048951048951048,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.0,4.0,1.0,1.2,8.0,1,1,0,8,17,-9
2018-02-11,4.0,1.0,H,2.0,1.0,H,M Oliver,15.0,7.0,4.0,2.0,2.0,6.0,12.0,12.0,0.0,3.0,0.0,0.0,2.65,3.3,2.65,3.25,3.1,2.3,3.25,3.2,2.25,1.83,2.0,2018,2,6,5.0,1,0.6842105263157895,1.1333333333333333,Huddersfield,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.4,1.0,2.0,1.0,11.0,1,1,0,30,15,15
2018-02-11,1.0,0.0,H,0.0,0.0,D,C Pawson,10.0,13.0,3.0,6.0,0.0,10.0,12.0,15.0,0.0,2.0,0.0,0.0,5.3,3.8,1.65,5.5,3.8,1.62,5.5,3.75,1.61,1.83,2.0,2018,2,6,1.0,0,1.5061728395061729,1.434782608695652,Newcastle,Man United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.0,6.0,1.2,0.4,10.0,1,1,0,10,1,9
2018-02-11,0.0,2.0,A,0.0,2.0,A,M Atkinson,6.0,16.0,4.0,4.0,3.0,1.0,5.0,8.0,1.0,2.0,0.0,0.0,4.3,3.5,1.85,4.33,3.8,1.75,4.2,3.79,1.8,1.83,2.0,2018,2,6,2.0,0,1.3377483443708609,1.8333333333333333,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.2,4.0,2.2,1.2,12.0,1,1,1,8,5,3
2018-02-12,3.0,0.0,H,1.0,0.0,H,L Mason,20.0,8.0,8.0,1.0,8.0,7.0,11.0,11.0,0.0,2.0,0.0,0.0,1.4,4.8,7.5,1.33,5.0,9.0,1.36,4.75,8.0,1.83,2.0,2018,2,0,3.0,1,1.7098765432098766,0.7368421052631579,Chelsea,West Brom,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2,1.0,8.0,1.0,1.4,5.0,1,1,1,6,12,-6
2018-02-24,4.0,1.0,H,1.0,0.0,H,M Dean,16.0,11.0,5.0,1.0,3.0,5.0,17.0,6.0,1.0,0.0,0.0,0.0,2.2,3.1,3.6,2.1,3.0,3.8,2.14,3.25,4.0,1.83,2.0,2018,2,5,5.0,1,1.314516129032258,0.868421052631579,Brighton,Swansea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.2,2.0,5.0,1.2,1.0,8.0,1,1,0,29,16,13
2018-02-24,4.0,1.0,H,1.0,0.0,H,S Attwell,21.0,7.0,12.0,4.0,8.0,2.0,7.0,7.0,0.0,2.0,0.0,0.0,1.25,6.0,11.0,1.22,6.0,12.0,1.22,7.5,13.0,1.83,2.0,2018,2,5,5.0,1,2.253086419753086,1.25625,Liverpool,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2,1.4,10.0,1.6,1.4,6.0,1,1,1,5,10,-5
2018-02-24,1.0,0.0,H,0.0,0.0,D,A Taylor,13.0,7.0,5.0,2.0,6.0,5.0,10.0,9.0,3.0,1.0,0.0,0.0,2.35,3.3,3.05,2.2,3.3,3.3,2.25,3.39,3.5,1.83,2.0,2018,2,5,1.0,0,1.1789473684210523,1.0740740740740742,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.6,5.0,0.8,2.6,4.0,1,1,0,14,7,7
2018-02-24,1.0,1.0,D,0.0,1.0,A,M Oliver,19.0,6.0,9.0,2.0,13.0,1.0,10.0,16.0,1.0,3.0,0.0,0.0,1.75,3.6,4.8,1.7,3.75,4.8,1.72,3.89,5.25,1.83,2.0,2018,2,5,2.0,0,1.5789473684210529,0.8947368421052632,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4,0.6,8.0,0.6,1.2,4.0,1,1,1,11,14,-3
2018-02-24,2.0,2.0,D,0.0,2.0,A,R East,18.0,15.0,5.0,4.0,8.0,1.0,12.0,10.0,1.0,4.0,0.0,0.0,2.2,3.3,3.4,2.05,3.3,3.7,2.1,3.5,3.79,1.83,2.0,2018,2,5,4.0,1,1.2692307692307692,1.0993788819875776,Bournemouth,Newcastle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,11.0,1.0,1.2,6.0,1,1,0,15,9,6
2018-02-24,1.0,1.0,D,0.0,0.0,D,R Madley,9.0,13.0,3.0,6.0,7.0,5.0,8.0,14.0,1.0,0.0,0.0,0.0,2.7,3.2,2.7,2.62,3.1,2.75,2.89,3.1,2.79,1.83,2.0,2018,2,5,2.0,0,1.0095238095238095,1.0466666666666666,Burnley,Southampton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,1.2,2.0,1.6,1.6,6.0,1,1,0,27,8,19
2018-02-24,1.0,2.0,A,0.0,0.0,D,J Moss,10.0,16.0,3.0,7.0,6.0,3.0,11.0,9.0,1.0,1.0,0.0,0.0,2.0,3.4,3.8,1.95,3.1,4.4,1.95,3.29,4.75,1.83,2.0,2018,2,5,3.0,1,0.9466666666666668,0.631578947368421,West Brom,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.8,4.0,0.2,2.8,0.0,1,1,0,12,30,-18
2018-02-25,2.0,1.0,H,1.0,1.0,D,M Atkinson,10.0,14.0,5.0,7.0,3.0,4.0,13.0,12.0,2.0,2.0,0.0,0.0,2.2,3.2,3.5,2.3,3.1,3.3,2.29,3.25,3.5,1.83,2.0,2018,2,6,3.0,1,1.8509316770186337,1.5432098765432098,Man United,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.4,12.0,1.4,1.8,5.0,1,1,1,1,6,-5
2018-02-25,0.0,1.0,A,0.0,0.0,D,K Friend,5.0,14.0,3.0,4.0,2.0,13.0,12.0,5.0,0.0,1.0,0.0,0.0,6.5,4.2,1.5,6.5,4.2,1.5,7.5,4.5,1.5,1.83,2.0,2018,2,6,1.0,0,1.1258741258741258,1.6419753086419753,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2,1.4,8.0,2.0,0.8,9.0,1,1,0,17,5,12
2018-03-01,0.0,3.0,A,0.0,3.0,A,A Marriner,10.0,9.0,5.0,5.0,6.0,1.0,11.0,11.0,1.0,1.0,0.0,0.0,4.2,3.9,1.8,4.5,3.8,1.73,4.5,4.0,1.72,1.83,2.0,2018,3,3,3.0,1,2.123456790123457,1.8950617283950617,Arsenal,Man City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.8,7.0,2.6,1.4,10.0,1,1,2,2,3,-1
2018-03-03,2.0,0.0,H,1.0,0.0,H,K Friend,15.0,3.0,7.0,3.0,8.0,1.0,6.0,8.0,1.0,1.0,0.0,0.0,1.25,6.0,11.0,1.2,7.0,17.0,1.19,7.5,17.0,1.83,2.0,2018,3,5,2.0,0,1.894409937888199,0.631578947368421,Tottenham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.6,11.0,1.0,2.4,3.0,1,1,0,4,30,-26
2018-03-03,1.0,0.0,H,0.0,0.0,D,P Tierney,15.0,9.0,4.0,2.0,4.0,6.0,11.0,12.0,2.0,0.0,0.0,0.0,2.0,3.4,3.8,2.15,3.25,3.8,2.14,3.29,3.89,1.83,2.0,2018,3,5,1.0,0,1.1789473684210523,0.7368421052631579,Watford,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2,1.4,5.0,1.0,2.0,4.0,1,1,0,13,12,1
2018-03-03,0.0,0.0,D,0.0,0.0,D,A Taylor,18.0,12.0,6.0,3.0,15.0,4.0,8.0,13.0,0.0,1.0,0.0,0.0,1.85,3.5,4.3,1.75,3.5,5.5,1.75,3.75,5.25,1.83,2.0,2018,3,5,0.0,0,1.3377483443708609,0.8947368421052632,Southampton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4,1.6,6.0,0.8,1.2,5.0,1,1,0,8,14,-6
2018-03-03,2.0,1.0,H,0.0,1.0,A,C Kavanagh,21.0,10.0,8.0,4.0,10.0,4.0,9.0,12.0,1.0,1.0,0.0,1.0,2.6,3.3,2.7,2.5,3.0,3.3,2.5,3.1,3.29,1.83,2.0,2018,3,5,3.0,1,1.0095238095238095,1.0740740740740742,Burnley,Everton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.0,2.0,1.4,2.4,7.0,1,1,0,27,8,19
2018-03-03,4.0,1.0,H,2.0,0.0,H,M Atkinson,9.0,7.0,8.0,2.0,4.0,5.0,9.0,14.0,0.0,3.0,0.0,0.0,2.3,3.3,3.15,2.6,3.1,3.0,2.6,3.25,3.0,1.83,2.0,2018,3,5,5.0,1,0.9736842105263158,1.25625,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4,0.6,11.0,1.8,1.2,8.0,1,1,0,16,10,6
2018-03-03,2.0,0.0,H,1.0,0.0,H,G Scott,14.0,7.0,3.0,2.0,8.0,3.0,7.0,9.0,0.0,0.0,0.0,0.0,1.25,6.0,11.0,1.22,6.5,15.0,1.22,7.0,15.0,1.83,2.0,2018,3,5,2.0,0,2.253086419753086,1.0993788819875776,Liverpool,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.2,10.0,1.0,1.2,6.0,1,1,0,5,9,-4
2018-03-03,1.0,1.0,D,0.0,1.0,A,L Probert,23.0,8.0,4.0,3.0,13.0,1.0,11.0,7.0,2.0,1.0,0.0,0.0,1.9,3.5,4.1,1.85,3.6,4.5,1.85,3.75,4.5,1.83,2.0,2018,3,5,2.0,0,1.5789473684210529,1.1333333333333333,Leicester,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.6,5.0,1.8,1.4,10.0,1,1,0,11,15,-4
