FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,IWH,IWD,IWA,WHH,WHD,WHA,B365H,B365D,B365A,B365>2.5,B365<2.5,Date,Season,Year,Month,DayOfWeek,TotalGoals,GoalsOver2_5,HomeTeam_mean_FTHG,AwayTeam_mean_FTAG,HomeTeam,AwayTeam,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Birmingham,HomeTeam_Blackburn,HomeTeam_Blackpool,HomeTeam_Bolton,HomeTeam_Bournemouth,HomeTeam_Brentford,HomeTeam_Brighton,HomeTeam_Burnley,HomeTeam_Cardiff,HomeTeam_Charlton,HomeTeam_Chelsea,HomeTeam_Crystal Palace,HomeTeam_Derby,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Huddersfield,HomeTeam_Hull,HomeTeam_Leeds,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Luton,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Middlesbrough,HomeTeam_Newcastle,HomeTeam_Norwich,HomeTeam_Nott'm Forest,HomeTeam_Portsmouth,HomeTeam_QPR,HomeTeam_Reading,HomeTeam_Sheffield United,HomeTeam_Southampton,HomeTeam_Stoke,HomeTeam_Sunderland,HomeTeam_Swansea,HomeTeam_Tottenham,HomeTeam_Watford,HomeTeam_West Brom,HomeTeam_West Ham,HomeTeam_Wigan,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Birmingham,AwayTeam_Blackburn,AwayTeam_Blackpool,AwayTeam_Bolton,AwayTeam_Bournemouth,AwayTeam_Brentford,AwayTeam_Brighton,AwayTeam_Burnley,AwayTeam_Cardiff,AwayTeam_Charlton,AwayTeam_Chelsea,AwayTeam_Crystal Palace,AwayTeam_Derby,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Huddersfield,AwayTeam_Hull,AwayTeam_Leeds,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Luton,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Middlesbrough,AwayTeam_Newcastle,AwayTeam_Norwich,AwayTeam_Nott'm Forest,AwayTeam_Portsmouth,AwayTeam_QPR,AwayTeam_Reading,AwayTeam_Sheffield United,AwayTeam_Southampton,AwayTeam_Stoke,AwayTeam_Sunderland,AwayTeam_Swansea,AwayTeam_Tottenham,AwayTeam_Watford,AwayTeam_West Brom,AwayTeam_West Ham,AwayTeam_Wigan,AwayTeam_Wolves,has_ou_odds
4.0,0.0,H,2.0,0.0,H,P Walton,18.0,6.0,13.0,3.0,11.0,5.0,10.0,9.0,0.0,1.0,0.0,0.0,1.22,5.3,13.0,1.25,5.0,15.0,1.25,5.5,13.0,1.8673941243800074,2.0139336131247614,2009-08-19,2009-10,2009,8,2,4.0,1,2.077889447236181,0.7894736842105263,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.0,1.0,H,2.0,1.0,H,S Bennett,19.0,9.0,16.0,4.0,8.0,4.0,9.0,10.0,1.0,0.0,0.0,0.0,1.2,5.5,14.0,1.17,6.5,19.0,1.17,7.0,19.0,1.8673941243800074,2.0139336131247614,2009-08-22,2009-10,2009,8,5,5.0,1,2.1209068010075565,0.7983870967741935,Arsenal,Portsmouth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,D,0.0,0.0,D,C Foy,8.0,13.0,6.0,3.0,3.0,3.0,8.0,13.0,0.0,3.0,0.0,0.0,2.2,3.2,3.2,2.3,3.2,3.2,2.3,3.2,3.25,1.8673941243800074,2.0139336131247614,2009-08-22,2009-10,2009,8,5,0.0,0,1.2016129032258065,0.7894736842105263,Birmingham,Stoke,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0.0,H,0.0,0.0,D,M Jones,12.0,20.0,5.0,10.0,4.0,12.0,19.0,19.0,3.0,2.0,0.0,0.0,2.3,3.25,2.95,2.5,3.2,2.88,2.6,3.25,2.8,1.8673941243800074,2.0139336131247614,2009-08-22,2009-10,2009,8,5,1.0,0,1.127659574468085,1.0276243093922652,Hull,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,H,1.0,0.0,H,L Mason,16.0,10.0,11.0,2.0,5.0,6.0,7.0,11.0,0.0,1.0,0.0,0.0,1.35,4.5,8.5,1.36,4.33,10.0,1.33,4.5,12.0,1.8673941243800074,2.0139336131247614,2009-08-22,2009-10,2009,8,5,1.0,0,2.2455696202531645,0.9441340782122905,Man City,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,H,1.0,1.0,D,A Wiley,8.0,18.0,5.0,5.0,0.0,10.0,12.0,14.0,2.0,1.0,0.0,0.0,2.1,3.25,3.4,2.1,3.2,3.6,2.1,3.25,3.75,1.8673941243800074,2.0139336131247614,2009-08-22,2009-10,2009,8,5,3.0,1,1.0855855855855856,1.0614525139664803,Sunderland,Blackburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5.0,A,0.0,0.0,D,H Webb,16.0,16.0,7.0,13.0,3.0,5.0,11.0,8.0,2.0,2.0,0.0,0.0,5.6,3.6,1.6,7.0,3.75,1.53,6.5,4.0,1.53,1.8673941243800074,2.0139336131247614,2009-08-22,2009-10,2009,8,5,5.0,1,1.1156462585034013,1.565326633165829,Wigan,Man United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,H,1.0,0.0,H,P Dowd,8.0,17.0,4.0,11.0,3.0,7.0,11.0,13.0,1.0,0.0,0.0,0.0,3.0,3.2,2.3,3.2,3.3,2.25,3.4,3.3,2.2,1.8673941243800074,2.0139336131247614,2009-08-23,2009-10,2009,8,6,1.0,0,1.0555555555555556,1.080604534005038,Burnley,Everton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2.0,A,0.0,1.0,A,A Marriner,4.0,12.0,1.0,4.0,4.0,7.0,11.0,10.0,0.0,0.0,0.0,0.0,6.0,3.7,1.55,7.0,3.5,1.57,6.5,3.8,1.57,1.8673941243800074,2.0139336131247614,2009-08-23,2009-10,2009,8,6,2.0,0,1.3661971830985915,1.605527638190955,Fulham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,A,0.0,0.0,D,M Clattenburg,17.0,17.0,8.0,10.0,4.0,8.0,13.0,11.0,2.0,1.0,0.0,0.0,3.05,3.2,2.25,3.1,3.3,2.3,3.1,3.25,2.38,1.8673941243800074,2.0139336131247614,2009-08-23,2009-10,2009,8,6,3.0,1,1.4450867052023122,1.449748743718593,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,3.0,A,0.0,2.0,A,M Atkinson,21.0,7.0,12.0,4.0,10.0,4.0,15.0,11.0,3.0,2.0,0.0,0.0,1.4,4.3,7.5,1.44,4.0,8.0,1.44,4.2,8.0,1.8673941243800074,2.0139336131247614,2009-08-24,2009-10,2009,8,0,4.0,1,2.077889447236181,1.127906976744186,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,D,0.0,0.0,D,P Dowd,19.0,11.0,9.0,5.0,5.0,2.0,13.0,18.0,1.0,3.0,0.0,0.0,2.2,3.2,3.2,2.2,3.2,3.4,2.2,3.3,3.5,1.8673941243800074,2.0139336131247614,2009-08-29,2009-10,2009,8,5,0.0,0,1.3555555555555556,1.0869565217391304,Blackburn,West Ham,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,3.0,A,1.0,1.0,D,A Wiley,8.0,26.0,5.0,14.0,5.0,11.0,14.0,7.0,3.0,1.0,1.0,0.0,6.0,3.7,1.55,7.0,3.75,1.53,7.0,4.0,1.53,1.8673941243800074,2.0139336131247614,2009-08-29,2009-10,2009,8,5,5.0,1,1.3595505617977528,1.598503740648379,Bolton,Liverpool,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,0.0,H,1.0,0.0,H,M Clattenburg,27.0,3.0,17.0,0.0,10.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,1.17,6.0,15.0,1.14,7.0,21.0,1.14,8.0,21.0,1.8673941243800074,2.0139336131247614,2009-08-29,2009-10,2009,8,5,3.0,1,2.0225563909774436,0.9197530864197532,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,H,0.0,1.0,A,M Dean,10.0,9.0,4.0,3.0,6.0,5.0,21.0,15.0,3.0,6.0,0.0,0.0,2.0,3.3,3.6,2.15,3.2,3.5,2.2,3.3,3.5,1.8673941243800074,2.0139336131247614,2009-08-29,2009-10,2009,8,5,3.0,1,2.050251256281407,1.6215538847117794,Man United,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,H,1.0,0.0,H,M Jones,13.0,9.0,7.0,6.0,10.0,10.0,9.0,8.0,0.0,2.0,0.0,0.0,2.3,3.2,3.0,2.38,3.1,3.1,2.38,3.25,3.2,1.8673941243800074,2.0139336131247614,2009-08-29,2009-10,2009,8,5,1.0,0,1.305263157894737,0.8642533936651584,Stoke,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,H,0.0,0.0,D,P Walton,20.0,11.0,14.0,6.0,7.0,3.0,12.0,10.0,2.0,2.0,0.0,0.0,1.35,4.5,8.5,1.33,4.6,10.0,1.36,4.75,9.0,1.8673941243800074,2.0139336131247614,2009-08-29,2009-10,2009,8,5,3.0,1,1.8421052631578947,0.8360655737704918,Tottenham,Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,D,0.0,1.0,A,S Attwell,24.0,5.0,17.0,4.0,8.0,2.0,11.0,15.0,0.0,2.0,0.0,0.0,2.2,3.2,3.2,2.1,3.25,3.6,2.1,3.3,3.6,1.8673941243800074,2.0139336131247614,2009-08-29,2009-10,2009,8,5,2.0,0,1.202247191011236,0.7789473684210526,Wolves,Hull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,H,1.0,0.0,H,S Bennett,9.0,6.0,4.0,3.0,9.0,4.0,9.0,9.0,1.0,2.0,0.0,0.0,1.77,3.45,4.45,1.73,3.4,5.25,1.73,3.6,5.25,1.8673941243800074,2.0139336131247614,2009-08-30,2009-10,2009,8,6,2.0,0,1.3343108504398826,0.9014084507042254,Aston Villa,Fulham,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,H,0.0,0.0,D,L Probert,26.0,12.0,14.0,7.0,12.0,5.0,11.0,24.0,1.0,5.0,0.0,0.0,1.7,3.5,4.9,1.75,3.3,5.25,1.73,3.6,5.25,1.8673941243800074,2.0139336131247614,2009-08-30,2009-10,2009,8,6,3.0,1,1.5375,0.9726027397260274,Everton,Wigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,1.0,A,0.0,1.0,A,H Webb,11.0,12.0,6.0,8.0,3.0,11.0,12.0,7.0,2.0,1.0,0.0,0.0,5.3,3.5,1.65,6.0,3.8,1.57,6.5,3.8,1.57,1.8673941243800074,2.0139336131247614,2009-08-30,2009-10,2009,8,6,1.0,0,1.278688524590164,1.645,Portsmouth,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1.0,H,1.0,0.0,H,S Bennett,13.0,9.0,10.0,5.0,10.0,6.0,13.0,16.0,1.0,2.0,0.0,0.0,1.85,3.4,4.0,1.85,3.3,4.5,1.83,3.5,4.5,1.8673941243800074,2.0139336131247614,2009-09-12,2009-10,2009,9,5,4.0,1,1.3555555555555556,0.9441340782122905,Blackburn,Wolves,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.0,0.0,H,2.0,0.0,H,L Mason,27.0,6.0,16.0,3.0,7.0,5.0,8.0,10.0,0.0,2.0,0.0,0.0,1.22,5.3,13.0,1.17,6.5,17.0,1.2,6.5,15.0,1.8673941243800074,2.0139336131247614,2009-09-12,2009-10,2009,9,5,4.0,1,2.077889447236181,0.9197530864197532,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,H,1.0,0.0,H,M Clattenburg,10.0,19.0,6.0,9.0,3.0,12.0,13.0,12.0,3.0,2.0,0.0,0.0,2.7,3.2,2.5,2.9,3.3,2.4,2.88,3.25,2.5,1.8673941243800074,2.0139336131247614,2009-09-12,2009-10,2009,9,5,6.0,1,2.2455696202531645,1.6215538847117794,Man City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3.0,A,1.0,2.0,A,C Foy,21.0,14.0,11.0,6.0,7.0,5.0,17.0,17.0,2.0,0.0,0.0,0.0,2.4,3.2,2.85,2.5,3.2,2.88,2.6,3.2,2.8,1.8673941243800074,2.0139336131247614,2009-09-12,2009-10,2009,9,5,5.0,1,1.278688524590164,1.0276243093922652,Portsmouth,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,A,1.0,1.0,D,M Dean,4.0,18.0,2.0,10.0,4.0,14.0,13.0,11.0,3.0,3.0,0.0,0.0,7.5,4.3,1.4,9.0,4.6,1.36,9.0,4.5,1.4,1.8673941243800074,2.0139336131247614,2009-09-12,2009-10,2009,9,5,3.0,1,1.305263157894737,1.605527638190955,Stoke,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,1.0,H,1.0,1.0,D,M Atkinson,7.0,6.0,4.0,5.0,7.0,8.0,18.0,15.0,2.0,2.0,0.0,0.0,1.8,3.4,4.3,1.75,3.3,5.25,1.75,3.5,5.0,1.8673941243800074,2.0139336131247614,2009-09-12,2009-10,2009,9,5,5.0,1,1.0855855855855856,0.7789473684210526,Sunderland,Hull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,A,1.0,2.0,A,A Marriner,11.0,17.0,7.0,13.0,3.0,9.0,16.0,13.0,3.0,2.0,0.0,1.0,3.0,3.1,2.35,3.1,3.3,2.3,3.1,3.4,2.3,1.8673941243800074,2.0139336131247614,2009-09-12,2009-10,2009,9,5,4.0,1,1.8421052631578947,1.565326633165829,Tottenham,Man United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,H,0.0,0.0,D,A Wiley,12.0,12.0,6.0,5.0,6.0,7.0,13.0,11.0,2.0,1.0,0.0,0.0,2.2,3.2,3.2,2.25,3.2,3.25,2.3,3.25,3.25,1.8673941243800074,2.0139336131247614,2009-09-12,2009-10,2009,9,5,1.0,0,1.1156462585034013,1.0869565217391304,Wigan,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,1.0,A,0.0,0.0,D,H Webb,11.0,12.0,7.0,5.0,7.0,1.0,10.0,20.0,1.0,2.0,0.0,0.0,3.0,3.2,2.3,3.4,3.2,2.2,3.4,3.25,2.25,1.8673941243800074,2.0139336131247614,2009-09-13,2009-10,2009,9,6,1.0,0,1.2016129032258065,1.127906976744186,Birmingham,Aston Villa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,H,0.0,1.0,A,P Walton,14.0,6.0,8.0,6.0,5.0,3.0,6.0,10.0,1.0,0.0,0.0,0.0,2.4,3.2,2.85,2.62,3.2,2.7,2.6,3.2,2.8,1.8673941243800074,2.0139336131247614,2009-09-13,2009-10,2009,9,6,3.0,1,1.3661971830985915,1.080604534005038,Fulham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,0.0,H,1.0,0.0,H,M Jones,23.0,8.0,11.0,5.0,6.0,4.0,6.0,18.0,2.0,2.0,0.0,0.0,1.22,5.3,13.0,1.22,5.5,15.0,1.25,5.5,13.0,1.8673941243800074,2.0139336131247614,2009-09-19,2009-10,2009,9,5,4.0,1,2.1209068010075565,0.9726027397260274,Arsenal,Wigan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0.0,H,2.0,0.0,H,S Attwell,7.0,17.0,5.0,12.0,7.0,5.0,17.0,12.0,2.0,0.0,0.0,0.0,1.43,4.0,7.6,1.4,4.2,9.0,1.4,4.2,10.0,1.8673941243800074,2.0139336131247614,2009-09-19,2009-10,2009,9,5,2.0,0,1.3343108504398826,0.7983870967741935,Aston Villa,Portsmouth,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,D,0.0,0.0,D,M Clattenburg,11.0,10.0,5.0,6.0,4.0,6.0,6.0,11.0,2.0,2.0,0.0,0.0,2.1,3.25,3.4,2.05,3.25,3.75,2.1,3.25,3.75,1.8673941243800074,2.0139336131247614,2009-09-19,2009-10,2009,9,5,2.0,0,1.3595505617977528,0.7894736842105263,Bolton,Stoke,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.0,1.0,H,1.0,1.0,D,C Foy,10.0,8.0,3.0,5.0,4.0,4.0,4.0,15.0,0.0,3.0,0.0,0.0,2.55,3.2,2.65,2.88,3.2,2.5,2.88,3.25,2.5,1.8673941243800074,2.0139336131247614,2009-09-19,2009-10,2009,9,5,4.0,1,1.0555555555555556,0.8642533936651584,Burnley,Sunderland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
