FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,IWH,IWD,IWA,WHH,WHD,WHA,B365H,B365D,B365A,B365>2.5,B365<2.5,Date,Season,Year,Month,DayOfWeek,TotalGoals,GoalsOver2_5,HomeTeam_mean_FTHG,AwayTeam_mean_FTAG,HomeTeam,AwayTeam,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Birmingham,HomeTeam_Blackburn,HomeTeam_Blackpool,HomeTeam_Bolton,HomeTeam_Bournemouth,HomeTeam_Brentford,HomeTeam_Brighton,HomeTeam_Burnley,HomeTeam_Cardiff,HomeTeam_Charlton,HomeTeam_Chelsea,HomeTeam_Crystal Palace,HomeTeam_Derby,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Huddersfield,HomeTeam_Hull,HomeTeam_Leeds,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Luton,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Middlesbrough,HomeTeam_Newcastle,HomeTeam_Norwich,HomeTeam_Nott'm Forest,HomeTeam_Portsmouth,HomeTeam_QPR,HomeTeam_Reading,HomeTeam_Sheffield United,HomeTeam_Southampton,HomeTeam_Stoke,HomeTeam_Sunderland,HomeTeam_Swansea,HomeTeam_Tottenham,HomeTeam_Watford,HomeTeam_West Brom,HomeTeam_West Ham,HomeTeam_Wigan,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Birmingham,AwayTeam_Blackburn,AwayTeam_Blackpool,AwayTeam_Bolton,AwayTeam_Bournemouth,AwayTeam_Brentford,AwayTeam_Brighton,AwayTeam_Burnley,AwayTeam_Cardiff,AwayTeam_Charlton,AwayTeam_Chelsea,AwayTeam_Crystal Palace,AwayTeam_Derby,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Huddersfield,AwayTeam_Hull,AwayTeam_Leeds,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Luton,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Middlesbrough,AwayTeam_Newcastle,AwayTeam_Norwich,AwayTeam_Nott'm Forest,AwayTeam_Portsmouth,AwayTeam_QPR,AwayTeam_Reading,AwayTeam_Sheffield United,AwayTeam_Southampton,AwayTeam_Stoke,AwayTeam_Sunderland,AwayTeam_Swansea,AwayTeam_Tottenham,AwayTeam_Watford,AwayTeam_West Brom,AwayTeam_West Ham,AwayTeam_Wigan,AwayTeam_Wolves,has_ou_odds,HomeRecentGF,HomeRecentGA,HomeRecentPts,AwayRecentGF,AwayRecentGA,AwayRecentPts,B365>2.5_missing,B365<2.5_missing,h2h_home_wins_last5,home_league_position,away_league_position,position_diff,HomePts,AwayPts,HomeGoalDiff,AwayGoalDiff,HomeRecentGoalDiff,AwayRecentGoalDiff,RecentGoalDiff,HomeRecentShotsOnTarget,AwayRecentShotsOnTarget,RecentShotsOnTargetDiff,PosDiff,B365>2.5_implied_prob,B365<2.5_implied_prob,OddsMargin,OU_OddsMargin,OverUnderRatio,Weekend,RefereeAggression,EarlySeason
1.0,1.0,D,0.0,0.0,D,M Riley,3.0,11.0,1.0,4.0,3.0,6.0,14.0,5.0,2.0,1.0,0.0,1.0,4.0,3.2,1.8,4.5,3.3,1.66,4.33,3.4,1.8,1.9,1.91,2007-02-03,2006-07,2007,2,5,2.0,0,1.3541666666666667,1.6215538847117794,Middlesbrough,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.0,10.0,2.8,0.8,10.0,1,1,1,10,3,7,1,1,0.0,0.0,7.0,3.0,4.0,33.0,23.0,10.0,7,0.5263157894736842,0.5235602094240838,2.405555555555555,0.9947643979057592,0.9947643979057592,1,4.4,1
0.0,1.0,A,0.0,0.0,D,R Styles,7.0,7.0,3.0,4.0,5.0,4.0,8.0,9.0,0.0,3.0,0.0,0.0,3.2,3.1,2.1,3.1,3.1,2.1,3.25,3.2,2.2,1.9,1.91,2007-02-03,2006-07,2007,2,5,1.0,0,1.1729323308270676,1.0276243093922652,Watford,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.6,4.0,1.2,2.2,6.0,1,1,0,29,6,23,0,3,-1.0,1.0,-4.0,-5.0,1.0,25.0,18.0,7.0,23,0.5263157894736842,0.5235602094240838,1.477272727272727,0.9947643979057592,0.9947643979057592,1,2.3,1
1.0,0.0,H,0.0,0.0,D,G Poll,15.0,5.0,8.0,4.0,6.0,6.0,10.0,8.0,1.0,0.0,0.0,0.0,2.5,3.2,2.5,2.5,3.1,2.5,2.6,3.1,2.7,1.9,1.91,2007-02-03,2006-07,2007,2,5,1.0,0,1.1156462585034013,0.7983870967741935,Wigan,Portsmouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3.0,0.0,1.2,1.4,6.0,1,1,0,20,16,4,3,0,1.0,-1.0,-8.0,0.0,-8.0,30.0,25.0,5.0,4,0.5263157894736842,0.5235602094240838,0.9629629629629628,0.9947643979057592,0.9947643979057592,1,3.4,1
2.0,1.0,H,0.0,0.0,D,P Dowd,15.0,8.0,9.0,4.0,8.0,6.0,12.0,13.0,1.0,3.0,0.0,0.0,2.3,3.1,2.8,2.25,3.0,2.87,2.3,3.25,3.0,1.9,1.91,2007-02-03,2006-07,2007,2,5,3.0,1,1.3661971830985915,1.0277777777777777,Fulham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,9.0,1.6,2.2,6.0,1,1,1,13,5,8,3,0,1.0,-1.0,2.0,-2.0,4.0,27.0,24.0,3.0,8,0.5263157894736842,0.5235602094240838,0.7666666666666666,0.9947643979057592,0.9947643979057592,1,3.0,1
0.0,1.0,A,0.0,1.0,A,M Halsey,8.0,17.0,5.0,8.0,6.0,5.0,7.0,8.0,0.0,1.0,0.0,0.0,6.5,3.7,1.45,7.0,4.0,1.36,8.0,4.5,1.36,1.9,1.91,2007-02-03,2006-07,2007,2,5,1.0,0,1.3370786516853932,1.605527638190955,Charlton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.0,7.0,1.6,1.2,10.0,1,1,0,14,1,13,0,3,-1.0,1.0,-3.0,1.0,-4.0,36.0,39.0,-3.0,13,0.5263157894736842,0.5235602094240838,5.88235294117647,0.9947643979057592,0.9947643979057592,1,2.7,1
0.0,4.0,A,0.0,1.0,A,M Clattenburg,10.0,12.0,5.0,7.0,5.0,7.0,8.0,16.0,2.0,3.0,0.0,0.0,3.8,3.2,1.85,4.0,3.1,1.8,4.75,3.5,1.72,1.9,1.91,2007-02-04,2006-07,2007,2,6,4.0,1,1.8421052631578947,1.565326633165829,Tottenham,Man United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.8,9.0,2.4,1.6,7.0,1,1,0,7,2,5,0,3,-4.0,4.0,4.0,2.0,2.0,50.0,42.0,8.0,5,0.5263157894736842,0.5235602094240838,2.761627906976744,0.9947643979057592,0.9947643979057592,1,3.8,1
2.0,0.0,H,1.0,0.0,H,M Riley,18.0,8.0,11.0,2.0,5.0,3.0,11.0,8.0,0.0,1.0,0.0,0.0,1.12,6.5,14.0,1.14,5.5,15.0,1.14,7.0,19.0,1.9,1.91,2007-02-10,2006-07,2007,2,5,2.0,0,2.050251256281407,0.9456521739130436,Man United,Charlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.4,15.0,1.0,1.8,4.0,1,1,3,2,14,-12,3,0,2.0,-2.0,11.0,-9.0,20.0,58.0,18.0,40.0,-12,0.5263157894736842,0.5235602094240838,0.06,0.9947643979057592,0.9947643979057592,1,4.4,1
1.0,0.0,H,1.0,0.0,H,R Styles,15.0,8.0,8.0,4.0,3.0,10.0,15.0,13.0,2.0,1.0,0.0,0.0,2.1,3.1,3.2,2.0,3.1,3.3,2.1,3.2,3.5,1.9,1.91,2007-02-10,2006-07,2007,2,5,1.0,0,1.5375,1.0614525139664803,Everton,Blackburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.6,8.0,1.4,1.4,6.0,1,1,1,8,9,-1,3,0,1.0,-1.0,4.0,-2.0,6.0,26.0,24.0,2.0,-1,0.5263157894736842,0.5235602094240838,0.6,0.9947643979057592,0.9947643979057592,1,2.4,1
2.0,1.0,H,1.0,1.0,D,M Halsey,7.0,13.0,3.0,9.0,3.0,4.0,9.0,14.0,1.0,1.0,0.0,0.0,3.3,3.2,2.0,3.75,3.2,1.83,3.8,3.4,1.9,1.9,1.91,2007-02-10,2006-07,2007,2,5,3.0,1,1.4764542936288088,1.598503740648379,Newcastle,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,11.0,2.2,0.2,12.0,1,1,1,5,4,1,3,0,1.0,-1.0,5.0,7.0,-2.0,34.0,49.0,-15.0,1,0.5263157894736842,0.5235602094240838,2.0,0.9947643979057592,0.9947643979057592,1,2.5,1
3.0,0.0,H,1.0,0.0,H,C Foy,15.0,3.0,5.0,0.0,5.0,1.0,6.0,11.0,0.0,1.0,0.0,0.0,1.3,4.4,8.5,1.22,4.8,10.0,1.28,5.0,10.0,1.9,1.91,2007-02-10,2006-07,2007,2,5,3.0,1,2.022556390977444,0.841726618705036,Chelsea,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.8,11.0,2.4,1.0,5.0,1,1,2,1,10,-9,3,0,3.0,-3.0,8.0,0.0,8.0,38.0,29.0,9.0,-9,0.5263157894736842,0.5235602094240838,0.128,0.9947643979057592,0.9947643979057592,1,3.1,1
0.0,1.0,A,0.0,1.0,A,A Wiley,23.0,8.0,10.0,5.0,10.0,4.0,17.0,23.0,4.0,2.0,0.0,0.0,1.9,3.1,3.8,1.8,3.3,3.75,1.83,3.3,4.33,1.9,1.91,2007-02-10,2006-07,2007,2,5,1.0,0,1.4450867052023122,0.8947368421052632,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2,2.8,4.0,0.4,2.0,1.0,1,1,0,18,29,-11,0,3,-1.0,1.0,-2.0,-9.0,7.0,30.0,24.0,6.0,-11,0.5263157894736842,0.5235602094240838,0.4226327944572748,0.9947643979057592,0.9947643979057592,1,3.0,1
2.0,1.0,H,1.0,1.0,D,M Atkinson,16.0,6.0,5.0,1.0,13.0,3.0,14.0,11.0,3.0,5.0,0.0,0.0,2.8,3.1,2.3,2.5,3.1,2.5,2.8,3.25,2.4,1.9,1.91,2007-02-10,2006-07,2007,2,5,3.0,1,1.044776119402985,1.449748743718593,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.2,1.4,8.0,1.2,1.4,5.0,1,1,0,26,7,19,3,0,1.0,-1.0,2.0,-4.0,6.0,39.0,28.0,11.0,19,0.5263157894736842,0.5235602094240838,1.1666666666666667,0.9947643979057592,0.9947643979057592,1,3.2,1
2.0,1.0,H,1.0,0.0,H,M Dean,17.0,6.0,10.0,3.0,13.0,8.0,12.0,12.0,3.0,3.0,0.0,0.0,1.85,3.2,3.8,1.8,3.1,4.0,1.9,3.25,4.0,1.9,1.91,2007-02-10,2006-07,2007,2,5,3.0,1,1.278688524590164,1.645,Portsmouth,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,8.0,0.8,0.8,10.0,1,1,2,16,13,3,3,0,1.0,-1.0,3.0,2.0,1.0,30.0,28.0,2.0,3,0.5263157894736842,0.5235602094240838,0.475,0.9947643979057592,0.9947643979057592,1,4.1,1
2.0,0.0,H,1.0,0.0,H,M Clattenburg,12.0,17.0,9.0,7.0,12.0,8.0,13.0,11.0,2.0,1.0,0.0,0.0,1.9,3.2,3.6,1.95,3.1,3.5,2.1,3.2,3.5,1.9,1.91,2007-02-10,2006-07,2007,2,5,2.0,0,1.2549019607843137,1.127906976744186,Reading,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.4,9.0,1.0,1.6,1.0,1,1,0,22,11,11,3,0,2.0,-2.0,6.0,-6.0,12.0,43.0,28.0,15.0,11,0.5263157894736842,0.5235602094240838,0.6,0.9947643979057592,0.9947643979057592,1,3.8,1
2.0,1.0,H,0.0,1.0,A,P Dowd,10.0,8.0,3.0,2.0,10.0,1.0,9.0,15.0,6.0,3.0,0.0,0.0,1.22,4.8,11.0,1.22,4.8,10.0,1.25,5.0,13.0,1.9,1.91,2007-02-11,2006-07,2007,2,6,3.0,1,2.1209068010075565,0.9726027397260274,Arsenal,Wigan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0.6,13.0,0.6,3.0,4.0,1,1,1,3,20,-17,3,0,1.0,-1.0,12.0,-5.0,17.0,46.0,25.0,21.0,-17,0.5263157894736842,0.5235602094240838,0.0961538461538461,0.9947643979057592,0.9947643979057592,1,3.4,1
2.0,1.0,H,1.0,0.0,H,H Webb,7.0,7.0,4.0,6.0,9.0,8.0,14.0,11.0,1.0,4.0,0.0,0.0,1.7,3.3,4.5,1.66,3.1,5.0,1.66,3.6,5.0,1.9,1.91,2007-02-11,2006-07,2007,2,6,3.0,1,1.3595505617977528,0.9014084507042254,Bolton,Fulham,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.2,11.0,1.2,1.6,3.0,1,1,2,6,12,-6,3,0,1.0,-1.0,6.0,-6.0,12.0,35.0,24.0,11.0,-6,0.5263157894736842,0.5235602094240838,0.3319999999999999,0.9947643979057592,0.9947643979057592,1,3.5,1
1.0,2.0,A,1.0,1.0,D,U Rennie,10.0,8.0,3.0,4.0,5.0,1.0,7.0,14.0,2.0,1.0,0.0,0.0,2.25,3.0,3.0,2.1,3.1,3.1,2.3,3.25,3.0,1.9,1.91,2007-02-21,2006-07,2007,2,2,3.0,1,1.5375,1.449748743718593,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4,0.6,8.0,0.8,2.0,5.0,1,1,0,8,7,1,0,3,-1.0,1.0,3.0,-2.0,5.0,29.0,25.0,4.0,1,0.5263157894736842,0.5235602094240838,0.7666666666666666,0.9947643979057592,0.9947643979057592,0,4.3,1
1.0,1.0,D,1.0,1.0,D,R Styles,10.0,16.0,6.0,13.0,8.0,3.0,11.0,11.0,1.0,1.0,0.0,1.0,2.2,3.1,3.0,2.3,3.2,2.62,2.4,3.25,2.8,1.9,1.91,2007-02-21,2006-07,2007,2,2,2.0,0,1.1729323308270676,0.9726027397260274,Watford,Wigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,2.2,4.0,0.6,2.4,1.0,1,1,0,29,20,9,1,1,0.0,0.0,-4.0,-8.0,4.0,22.0,23.0,-1.0,9,0.5263157894736842,0.5235602094240838,0.8571428571428572,0.9947643979057592,0.9947643979057592,0,2.4,1
4.0,0.0,H,2.0,0.0,H,S Bennett,8.0,6.0,4.0,2.0,5.0,1.0,12.0,9.0,0.0,2.0,0.0,0.0,1.3,4.4,8.5,1.28,4.2,9.0,1.3,4.75,8.5,1.9,1.91,2007-02-24,2006-07,2007,2,5,4.0,1,2.077889447236181,0.5373134328358209,Liverpool,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.2,13.0,1.2,1.8,3.0,1,1,0,4,26,-22,3,0,4.0,-4.0,11.0,-6.0,17.0,56.0,22.0,34.0,-22,0.5263157894736842,0.5235602094240838,0.1529411764705882,0.9947643979057592,0.9947643979057592,1,3.5,1
4.0,0.0,H,3.0,0.0,H,R Styles,12.0,11.0,5.0,8.0,7.0,6.0,13.0,7.0,3.0,2.0,0.0,0.0,2.2,3.2,2.9,2.25,3.1,2.8,2.3,3.25,3.0,1.9,1.91,2007-02-24,2006-07,2007,2,5,4.0,1,1.3370786516853932,1.0869565217391304,Charlton,West Ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,1.8,4.0,1.2,2.8,2.0,1,1,2,14,18,-4,3,0,4.0,-4.0,-5.0,-11.0,6.0,31.0,17.0,14.0,-4,0.5263157894736842,0.5235602094240838,0.7666666666666666,0.9947643979057592,0.9947643979057592,1,2.5,1
1.0,2.0,A,1.0,1.0,D,P Walton,16.0,16.0,6.0,8.0,3.0,7.0,16.0,12.0,3.0,2.0,0.0,0.0,6.0,3.6,1.5,6.5,3.6,1.44,7.5,4.33,1.4,1.9,1.91,2007-02-24,2006-07,2007,2,5,3.0,1,1.3661971830985915,1.565326633165829,Fulham,Man United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.4,9.0,2.8,1.0,7.0,1,1,0,12,2,10,0,3,-1.0,1.0,2.0,5.0,-3.0,29.0,42.0,-13.0,10,0.5263157894736842,0.5235602094240838,5.357142857142858,0.9947643979057592,0.9947643979057592,1,2.3,1
2.0,1.0,H,1.0,0.0,H,M Halsey,9.0,10.0,6.0,4.0,9.0,5.0,9.0,12.0,1.0,1.0,0.0,0.0,2.3,3.2,2.7,2.3,3.1,2.75,2.25,3.2,3.1,1.9,1.91,2007-02-24,2006-07,2007,2,5,3.0,1,1.3541666666666667,1.1153846153846154,Middlesbrough,Reading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.8,11.0,3.0,0.8,6.0,1,1,0,10,22,-12,3,0,1.0,-1.0,8.0,1.0,7.0,29.0,11.0,18.0,-12,0.5263157894736842,0.5235602094240838,0.7258064516129032,0.9947643979057592,0.9947643979057592,1,2.6,1
0.0,3.0,A,0.0,2.0,A,L Mason,11.0,13.0,3.0,5.0,5.0,9.0,10.0,17.0,2.0,1.0,0.0,0.0,2.8,3.1,2.3,2.75,3.1,2.3,3.1,3.2,2.25,1.9,1.91,2007-02-24,2006-07,2007,2,5,3.0,1,1.1729323308270676,1.080604534005038,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.6,4.0,1.0,0.6,7.0,1,1,0,29,8,21,0,3,-3.0,3.0,-4.0,1.0,-5.0,23.0,26.0,-3.0,21,0.5263157894736842,0.5235602094240838,1.3777777777777778,0.9947643979057592,0.9947643979057592,1,2.0,1
3.0,0.0,H,2.0,0.0,H,M Clattenburg,13.0,13.0,11.0,6.0,7.0,4.0,11.0,16.0,2.0,3.0,0.0,0.0,2.2,3.2,2.9,2.15,3.1,3.0,2.3,3.1,3.1,1.9,1.91,2007-02-25,2006-07,2007,2,6,3.0,1,1.3555555555555556,0.7983870967741935,Blackburn,Portsmouth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.6,9.0,0.4,0.8,5.0,1,1,2,9,16,-7,3,0,3.0,-3.0,-1.0,-1.0,0.0,31.0,28.0,3.0,-7,0.5263157894736842,0.5235602094240838,0.7419354838709676,0.9947643979057592,0.9947643979057592,1,3.9,1
4.0,1.0,H,3.0,1.0,H,G Poll,14.0,10.0,10.0,6.0,5.0,5.0,2.0,17.0,0.0,4.0,1.0,0.0,2.1,3.1,3.2,2.05,3.0,3.3,2.1,3.25,3.4,1.9,1.91,2007-02-25,2006-07,2007,2,6,5.0,1,1.8421052631578947,1.0276243093922652,Tottenham,Bolton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.2,6.0,0.6,1.8,9.0,1,1,1,7,6,1,3,0,3.0,-3.0,-1.0,-3.0,2.0,44.0,15.0,29.0,1,0.5263157894736842,0.5235602094240838,0.6176470588235294,0.9947643979057592,0.9947643979057592,1,3.1,1
1.0,0.0,H,1.0,0.0,H,A Wiley,7.0,5.0,4.0,2.0,8.0,6.0,11.0,12.0,6.0,2.0,0.0,0.0,2.55,3.1,2.55,2.4,3.1,2.6,2.5,3.25,2.7,1.9,1.91,2007-02-25,2006-07,2007,2,6,1.0,0,1.1156462585034013,1.0277777777777777,Wigan,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.2,3.0,2.2,1.8,3.0,1,1,1,20,5,15,3,0,1.0,-1.0,-6.0,-5.0,-1.0,31.0,20.0,11.0,15,0.5263157894736842,0.5235602094240838,0.9259259259259258,0.9947643979057592,0.9947643979057592,1,3.4,1
