Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,IWH,IWD,IWA,WHH,WHD,WHA,B365H,B365D,B365A,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,GB>2.5,GB<2.5,B365>2.5,B365<2.5,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,Season,Year,Month,DayOfWeek,TotalGoals,GoalsOver2_5,BTTS,Home_2plus,Away_2plus,HomeTeam_mean_FTHG,AwayTeam_mean_FTAG,HomeTeam,AwayTeam,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Birmingham,HomeTeam_Blackburn,HomeTeam_Blackpool,HomeTeam_Bolton,HomeTeam_Bournemouth,HomeTeam_Brentford,HomeTeam_Brighton,HomeTeam_Burnley,HomeTeam_Cardiff,HomeTeam_Charlton,HomeTeam_Chelsea,HomeTeam_Crystal Palace,HomeTeam_Derby,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Huddersfield,HomeTeam_Hull,HomeTeam_Leeds,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Luton,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Middlesbrough,HomeTeam_Newcastle,HomeTeam_Norwich,HomeTeam_Nott'm Forest,HomeTeam_Portsmouth,HomeTeam_QPR,HomeTeam_Reading,HomeTeam_Sheffield United,HomeTeam_Southampton,HomeTeam_Stoke,HomeTeam_Sunderland,HomeTeam_Swansea,HomeTeam_Tottenham,HomeTeam_Watford,HomeTeam_West Brom,HomeTeam_West Ham,HomeTeam_Wigan,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Birmingham,AwayTeam_Blackburn,AwayTeam_Blackpool,AwayTeam_Bolton,AwayTeam_Bournemouth,AwayTeam_Brentford,AwayTeam_Brighton,AwayTeam_Burnley,AwayTeam_Cardiff,AwayTeam_Charlton,AwayTeam_Chelsea,AwayTeam_Crystal Palace,AwayTeam_Derby,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Huddersfield,AwayTeam_Hull,AwayTeam_Leeds,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Luton,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Middlesbrough,AwayTeam_Newcastle,AwayTeam_Norwich,AwayTeam_Nott'm Forest,AwayTeam_Portsmouth,AwayTeam_QPR,AwayTeam_Reading,AwayTeam_Sheffield United,AwayTeam_Southampton,AwayTeam_Stoke,AwayTeam_Sunderland,AwayTeam_Swansea,AwayTeam_Tottenham,AwayTeam_Watford,AwayTeam_West Brom,AwayTeam_West Ham,AwayTeam_Wigan,AwayTeam_Wolves,HomeRecentGF,HomeRecentGA,HomeRecentPts,AwayRecentGF,AwayRecentGA,AwayRecentPts,h2h_home_wins_last5,home_league_position,away_league_position,position_diff,HomePts,AwayPts,HomeGoalDiff,AwayGoalDiff,HomeRecentGoalDiff,AwayRecentGoalDiff,RecentGoalDiff,HomeRecentShotsOnTarget,AwayRecentShotsOnTarget,RecentShotsOnTargetDiff,PosDiff,B365>2.5_missing,B365<2.5_missing,B365>2.5_implied_prob,B365<2.5_implied_prob,OddsMargin,OU_OddsMargin,OverUnderRatio,Weekend,EarlySeason,RefereeAggression
2003-09-21,0.0,0.0,D,0.0,0.0,D,S Bennett,9.0,6.0,7.0,1.0,4.0,3.0,11.0,15.0,4.0,3.0,0.0,1.0,2.1,3.0,3.1,2.2,2.87,3.1,2.0,3.25,3.4,36.0,2.02,1.92,1.94,1.85,1.75,1.95,1.8,2.0,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,6,0.0,0,0,0,0,2.3,2.0,Man United,Arsenal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2,0.6,15.0,3.2,0.6,11.0,1,1,2,-1,1,1,0.0,0.0,14.0,7.0,7.0,46.0,29.0,17.0,-1,0,0,0.5555555555555556,0.5,0.5882352941176471,0.9,0.9,1,0,3.9
2003-09-21,1.0,0.0,H,1.0,0.0,H,A Wiley,9.0,9.0,4.0,5.0,4.0,6.0,12.0,14.0,2.0,3.0,0.0,0.0,2.3,3.0,2.7,2.3,3.2,2.62,2.3,3.25,2.8,36.0,2.02,1.92,1.94,1.85,1.85,1.85,1.95,1.85,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,6,1.0,0,0,0,0,1.8095238095238095,1.0952380952380953,Middlesbrough,Everton,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8,2.2,6.0,1.2,2.0,4.0,0,14,6,8,3,0,1.0,-1.0,0.0,-5.0,5.0,51.0,23.0,28.0,8,0,0,0.5128205128205129,0.5405405405405405,0.8214285714285714,1.054054054054054,1.054054054054054,1,0,3.3
2003-09-26,3.0,2.0,H,1.0,1.0,D,M Riley,11.0,5.0,7.0,4.0,3.0,4.0,13.0,17.0,0.0,1.0,0.0,0.0,1.5,3.7,5.0,1.5,3.4,6.0,1.53,3.5,5.5,36.0,2.02,1.92,1.94,1.85,1.79,1.9,1.75,2.05,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,4,5.0,1,1,1,1,2.3636363636363638,1.45,Arsenal,Newcastle,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2,0.6,10.0,1.2,1.4,5.0,1,2,5,-3,3,0,1.0,-1.0,7.0,-1.0,8.0,48.0,35.0,13.0,-3,0,0,0.5714285714285714,0.48780487804878053,0.2781818181818182,0.853658536585366,0.853658536585366,0,0,4.0
2003-09-27,1.0,1.0,D,0.0,1.0,A,M Dean,22.0,8.0,14.0,4.0,12.0,3.0,16.0,4.0,2.0,0.0,0.0,0.0,1.65,3.3,4.4,1.72,3.2,4.33,1.61,3.6,5.0,36.0,2.02,1.92,1.94,1.85,1.85,1.85,1.9,1.9,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,5,2.0,0,1,0,0,1.380952380952381,0.3333333333333333,Bolton,Wolves,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8,2.0,9.0,0.2,2.4,0.0,0,16,23,-7,1,1,0.0,0.0,3.0,-3.0,6.0,47.0,5.0,42.0,-7,0,0,0.5263157894736842,0.5263157894736842,0.322,1.0,1.0,1,0,4.2
2003-09-27,2.0,0.0,H,1.0,0.0,H,S Bennett,7.0,10.0,5.0,5.0,4.0,4.0,10.0,16.0,1.0,3.0,0.0,0.0,1.9,3.1,3.5,2.0,3.2,3.2,1.9,3.25,3.75,36.0,2.02,1.92,1.94,1.85,1.9,1.79,2.0,1.8,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,5,2.0,0,0,1,0,1.3,0.6666666666666666,Birmingham,Portsmouth,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8,0.6,13.0,1.6,0.6,2.0,0,9,21,-12,3,0,2.0,-2.0,7.0,0.0,7.0,32.0,4.0,28.0,-12,0,0,0.5,0.5555555555555556,0.5066666666666666,1.1111111111111112,1.1111111111111112,1,0,4.5
2003-09-27,1.0,4.0,A,0.0,3.0,A,G Poll,10.0,11.0,4.0,9.0,7.0,3.0,7.0,11.0,0.0,0.0,0.0,0.0,4.8,3.5,1.55,7.0,3.5,1.44,6.5,3.6,1.5,36.0,2.02,1.92,1.94,1.85,1.71,2.0,1.8,2.0,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,5,5.0,1,1,0,1,2.0,1.619047619047619,Leicester,Man United,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6,1.4,4.0,1.8,0.4,10.0,0,22,2,20,0,3,-3.0,3.0,4.0,4.0,0.0,15.0,44.0,-29.0,20,0,0,0.5555555555555556,0.5,4.333333333333333,0.9,0.9,1,0,3.2
2003-09-27,0.0,1.0,A,0.0,1.0,A,B Knight,10.0,12.0,6.0,9.0,4.0,4.0,12.0,19.0,4.0,3.0,1.0,0.0,1.8,3.1,3.8,1.66,3.4,4.33,1.8,3.2,4.33,36.0,2.02,1.92,1.94,1.85,1.9,1.79,2.05,1.75,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,5,1.0,0,0,0,0,1.3333333333333333,0.65,Southampton,Middlesbrough,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.4,11.0,0.8,2.4,1.0,0,10,12,-2,0,3,-1.0,1.0,4.0,-7.0,11.0,34.0,20.0,14.0,-2,0,0,0.48780487804878053,0.5714285714285714,0.41570438799076215,1.1714285714285713,1.1714285714285713,1,0,2.3333333333333335
2003-09-27,1.0,0.0,H,1.0,0.0,H,J Winter,10.0,7.0,5.0,1.0,6.0,5.0,7.0,9.0,0.0,2.0,0.0,0.0,1.35,4.0,7.0,1.3,4.2,8.5,1.33,4.33,8.5,36.0,2.02,1.92,1.94,1.85,1.71,2.0,1.7,2.1,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,5,1.0,0,0,0,0,2.227272727272727,0.8571428571428571,Chelsea,Aston Villa,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4,1.4,11.0,1.0,1.8,2.0,1,3,12,-9,3,0,1.0,-1.0,6.0,-6.0,12.0,31.0,27.0,4.0,-9,0,0,0.5882352941176471,0.47619047619047616,0.15647058823529414,0.8095238095238094,0.8095238095238094,1,0,1.3
2003-09-28,0.0,0.0,D,0.0,0.0,D,N Barry,21.0,4.0,10.0,2.0,6.0,6.0,7.0,15.0,2.0,1.0,0.0,0.0,1.85,3.1,3.6,1.72,3.4,4.0,1.72,3.4,4.5,36.0,2.02,1.92,1.94,1.85,1.75,1.95,1.75,2.05,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,6,0.0,0,0,0,0,1.7,1.0454545454545454,Man City,Tottenham,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.4,1.2,10.0,0.8,1.8,4.0,0,8,13,-5,1,1,0.0,0.0,6.0,-6.0,12.0,39.0,23.0,16.0,-5,0,0,0.5714285714285714,0.48780487804878053,0.38222222222222224,0.853658536585366,0.853658536585366,1,0,4.0
2003-09-28,4.0,0.0,H,3.0,0.0,H,P Durkin,20.0,6.0,9.0,2.0,11.0,4.0,11.0,15.0,0.0,2.0,0.0,0.0,1.8,3.1,3.8,1.8,3.3,3.75,1.83,3.25,4.0,36.0,2.02,1.92,1.94,1.85,1.9,1.79,1.85,1.95,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,6,4.0,1,0,1,0,1.5238095238095237,1.6818181818181819,Everton,Leeds,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6,2.0,7.0,1.2,2.0,6.0,1,7,17,-10,3,0,4.0,-4.0,-1.0,-4.0,3.0,32.0,17.0,15.0,-10,0,0,0.5405405405405405,0.5128205128205129,0.4575,0.9487179487179488,0.9487179487179488,1,0,3.0
2003-09-28,0.0,2.0,A,0.0,1.0,A,M Messias,6.0,7.0,0.0,2.0,5.0,5.0,14.0,11.0,2.0,4.0,0.0,0.0,1.8,3.1,3.8,1.66,3.3,4.5,1.8,3.4,4.0,36.0,2.02,1.92,1.94,1.85,1.79,1.9,1.85,1.95,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,6,2.0,0,0,0,1,1.4545454545454546,0.9523809523809523,Blackburn,Fulham,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4,2.2,5.0,2.2,1.4,5.0,1,9,14,-5,0,3,-2.0,2.0,-2.0,-1.0,-1.0,33.0,33.0,0.0,-5,0,0,0.5405405405405405,0.5128205128205129,0.45,0.9487179487179488,0.9487179487179488,1,0,3.4
2003-09-28,3.0,2.0,H,2.0,1.0,H,R Styles,14.0,17.0,5.0,9.0,7.0,5.0,11.0,9.0,2.0,1.0,0.0,0.0,3.6,3.1,1.85,4.2,3.25,1.72,4.33,3.2,1.8,36.0,2.02,1.92,1.94,1.85,1.9,1.79,1.9,1.9,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,9,6,5.0,1,1,1,1,1.3333333333333333,1.6818181818181819,Charlton,Liverpool,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2,1.4,4.0,1.4,0.6,10.0,1,15,4,11,3,0,1.0,-1.0,-6.0,10.0,-16.0,27.0,51.0,-24.0,11,0,0,0.5263157894736842,0.5263157894736842,2.4055555555555554,1.0,1.0,1,0,3.8
2003-10-04,1.0,0.0,H,0.0,0.0,D,J Winter,8.0,9.0,4.0,5.0,3.0,10.0,13.0,7.0,3.0,2.0,0.0,0.0,3.2,3.1,2.0,3.6,3.3,1.83,3.25,3.5,2.0,36.0,2.02,1.92,1.94,1.85,1.75,1.95,1.8,2.0,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,5,1.0,0,0,0,0,0.0,1.2272727272727273,Wolves,Man City,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,2.4,1.0,2.2,1.6,13.0,0,23,8,15,3,0,1.0,-1.0,-5.0,7.0,-12.0,6.0,28.0,-22.0,15,0,0,0.5555555555555556,0.5,1.625,0.9,0.9,1,0,1.4
2003-10-04,3.0,0.0,H,1.0,0.0,H,D Gallagher,13.0,12.0,7.0,4.0,2.0,6.0,15.0,14.0,2.0,2.0,0.0,0.0,2.0,3.1,3.2,2.1,3.2,3.0,2.25,3.25,2.87,36.0,2.02,1.92,1.94,1.85,1.85,1.85,1.9,1.9,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,5,3.0,1,0,1,0,1.5714285714285714,1.0454545454545454,Tottenham,Everton,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,2.2,3.0,1.4,1.8,1.0,1,14,6,8,3,0,3.0,-3.0,-8.0,-7.0,-1.0,25.0,25.0,0.0,8,0,0,0.5263157894736842,0.5263157894736842,0.7839721254355401,1.0,1.0,1,0,3.7
2003-10-04,1.0,0.0,H,1.0,0.0,H,P Dowd,14.0,7.0,9.0,4.0,8.0,4.0,14.0,10.0,3.0,2.0,0.0,0.0,1.7,3.2,4.2,1.72,3.4,4.0,1.72,3.5,4.33,36.0,2.02,1.92,1.94,1.85,1.79,1.9,1.95,1.85,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,5,1.0,0,0,0,0,1.6818181818181819,1.05,Newcastle,Southampton,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,1.4,5.0,1.2,0.2,4.0,1,5,10,-5,3,0,1.0,-1.0,-1.0,-5.0,4.0,35.0,36.0,-1.0,-5,0,0,0.5128205128205129,0.5405405405405405,0.3972286374133949,1.054054054054054,1.054054054054054,1,0,4.0
2003-10-04,1.0,2.0,A,1.0,0.0,H,G Poll,16.0,11.0,8.0,6.0,6.0,9.0,20.0,14.0,3.0,2.0,0.0,0.0,1.9,3.1,3.5,2.0,3.2,3.2,2.1,3.25,3.2,36.0,2.02,1.92,1.94,1.85,1.85,1.85,1.95,1.85,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,5,3.0,1,1,0,1,2.3333333333333335,1.0909090909090908,Portsmouth,Charlton,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4,0.8,3.0,1.4,1.2,1.0,0,21,15,6,0,3,-1.0,1.0,3.0,-6.0,9.0,14.0,16.0,-2.0,6,0,0,0.5128205128205129,0.5405405405405405,0.65625,1.054054054054054,1.054054054054054,1,0,2.9
2003-10-04,2.0,1.0,H,2.0,0.0,H,U Rennie,15.0,17.0,5.0,9.0,2.0,5.0,18.0,20.0,3.0,1.0,0.0,0.0,2.3,3.1,2.6,2.6,3.4,2.25,2.5,3.3,2.5,36.0,2.02,1.92,1.94,1.85,1.79,1.9,1.9,1.9,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,5,3.0,1,1,1,0,1.1428571428571428,1.4285714285714286,Leeds,Blackburn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8,2.0,5.0,1.8,2.2,8.0,0,17,9,8,3,0,1.0,-1.0,-1.0,0.0,-1.0,31.0,25.0,6.0,8,0,0,0.5263157894736842,0.5263157894736842,1.0,1.0,1.0,1,0,4.0
2003-10-04,2.0,0.0,H,1.0,0.0,H,C Foy,16.0,8.0,8.0,4.0,4.0,4.0,14.0,10.0,2.0,1.0,0.0,0.0,1.65,3.3,4.4,1.66,3.3,4.5,1.61,3.6,5.0,36.0,2.02,1.92,1.94,1.85,1.85,1.85,1.8,2.0,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,5,2.0,0,0,1,0,1.4761904761904763,1.0,Fulham,Leicester,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2,1.8,10.0,1.4,1.4,0.0,0,15,23,-8,3,0,2.0,-2.0,0.0,-3.0,3.0,34.0,7.0,27.0,-8,0,0,0.5555555555555556,0.5,0.322,0.9,0.9,1,0,3.5
2003-10-04,3.0,0.0,H,1.0,0.0,H,M Dean,10.0,5.0,8.0,2.0,5.0,1.0,13.0,11.0,0.0,1.0,0.0,1.0,1.35,4.0,7.0,1.28,4.5,8.0,1.3,4.5,9.5,36.0,2.02,1.92,1.94,1.85,1.65,2.1,1.75,2.05,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,5,3.0,1,0,1,0,2.1904761904761907,0.8636363636363636,Man United,Birmingham,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.4,13.0,1.2,0.4,10.0,1,1,7,-6,3,0,3.0,-3.0,10.0,4.0,6.0,44.0,20.0,24.0,-6,0,0,0.5714285714285714,0.48780487804878053,0.1368421052631579,0.853658536585366,0.853658536585366,1,0,3.8
2003-10-04,1.0,2.0,A,1.0,1.0,D,G Barber,13.0,12.0,7.0,8.0,11.0,3.0,12.0,20.0,2.0,2.0,0.0,0.0,2.4,3.0,2.6,2.6,3.1,2.4,2.5,3.3,2.5,36.0,2.02,1.92,1.94,1.85,1.85,1.85,1.9,1.9,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,5,3.0,1,1,0,1,1.5,1.9047619047619047,Liverpool,Arsenal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6,0.4,7.0,1.8,0.4,11.0,0,5,2,3,0,3,-1.0,1.0,0.0,7.0,-7.0,41.0,25.0,16.0,3,0,0,0.5263157894736842,0.5263157894736842,1.0,1.0,1.0,1,0,2.9
2003-10-05,1.0,1.0,D,0.0,0.0,D,R Styles,14.0,15.0,8.0,5.0,9.0,5.0,14.0,16.0,1.0,5.0,0.0,0.0,1.75,3.2,4.0,1.72,3.2,4.33,1.8,3.4,4.0,36.0,2.02,1.92,1.94,1.85,1.95,1.75,2.05,1.75,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,6,2.0,0,1,0,0,1.3636363636363635,0.6666666666666666,Aston Villa,Bolton,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2,1.6,13.0,0.8,1.2,2.0,1,15,16,-1,1,1,0.0,0.0,5.0,-9.0,14.0,37.0,20.0,17.0,-1,0,0,0.48780487804878053,0.5714285714285714,0.45,1.1714285714285713,1.1714285714285713,1,0,3.7
2003-10-05,1.0,2.0,A,0.0,1.0,A,M Halsey,15.0,10.0,6.0,6.0,2.0,8.0,14.0,18.0,1.0,2.0,0.0,0.0,4.0,3.2,1.75,4.5,3.3,1.66,4.33,3.5,1.72,36.0,2.02,1.92,1.94,1.85,1.75,1.95,1.9,1.9,2.32,3.76,3.1950000000000003,2.4,3.94,3.32,1.83,2.07,1.87,2.11,1.8,2.03,2003-04,2003,10,6,3.0,1,1,0,1,1.7727272727272727,1.619047619047619,Middlesbrough,Chelsea,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6,1.8,6.0,3.0,1.2,9.0,0,12,3,9,0,3,-1.0,1.0,-2.0,5.0,-7.0,43.0,37.0,6.0,9,0,0,0.5263157894736842,0.5263157894736842,2.5174418604651163,1.0,1.0,1,0,2.5
